smiles	kegg_id	formal_charge
O=C([O-])[C@@H](O)[C@H](O)[C@@H](O)CO	['C05411', 'C05411', 'C05411', 'C05411', 'C05411']	-1
O=C([O-])[C@H](O)[C@H](O)[C@@H](O)CO	['C05412', 'C05412', 'C05412', 'C05412', 'C05412']	-1
O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)CO	['C00545', 'C00545', 'C00545', 'C00545', 'C00545']	-1
[NH3+][C@@H](CCCC(=O)[O-])C(=O)[O-]	['C00956']	-1
O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1	['C00493', 'C00493', 'C00493', 'C00493']	-1
N[C@@H](C[S-])C(=O)NCC(=O)[O-]	['C01419']	-2
CC1=CC(=O)OC1CC(=O)[O-]	['C04558']	-1
NC(=O)[N-]C(=O)O	['C01010']	-1
C=C(OP(=O)(O)C(=O)[O-])C(=O)[O-]	['C06367']	-2
O=C(O)CC(=O)C(=O)[O-]	['C00036']	-1
O=C([O-])CCCCCC(=O)C(=O)O	['C16589']	-1
[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	['C00025']	-1
[NH3+]C(CCC(=O)[O-])C(=O)[O-]	['C00302']	-1
[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]	['C00217']	-1
CN(C)CCc1c[n-]c2cccc(O)c12	['C08312']	-1
N[C@@H](CCCC(=O)[O-])C(=O)[O-]	['C00956']	-2
NC(CCC(=O)[O-])C(=O)[O-]	['C00302']	-2
N[C@H](CCC(=O)[O-])C(=O)[O-]	['C00217']	-2
N[C@@H](CCC(=O)[O-])C(=O)[O-]	['C00025']	-2
N=CN[C@@H](CCC(=O)O)C(=O)[O-]	['C00439']	-1
O=C([O-])c1ccc(Cl)cc1	['C02370']	-1
CC(=O)[N-][C@@H](CCCNC(N)=O)C(=O)[O-]	['C15532', 'C15532']	-2
O=C([O-])CCC(=O)C(=O)O	['C00026']	-1
Cc1c(C(=O)O)c[n-]c1C(=O)O	['C12477']	-1
O=C(O)CCCCCC(=O)C(=O)[O-]	['C16589']	-1
NC(=O)NC(NC(N)=O)C(=O)[O-]	['C00499', 'C00499']	-1
NC(=O)N[C@@H](CC(=O)O)C(=O)[O-]	['C00438']	-1
CSCCC(O)(CC(=O)[O-])C(=O)[O-]	['C17210', 'C17210', 'C17210']	-2
N[C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)[O-]	['C00826', 'C00826', 'C00826']	-2
[NH3+][C@@H](C[C@@H](O)C(=O)[O-])C(=O)[O-]	['C05947', 'C05947', 'C05947']	-1
[NH3+][C@@H](CC[S-])C(=O)[O-]	['C00155']	-1
O=C(O)c1cccnc1C(=O)[O-]	['C03722']	-1
CCCC(C(=O)[O-])[C@H](O)C(=O)O	['C02123', 'C02123']	-1
Cc1c(C(=O)[O-])c[nH]c1C(=O)O	['C12477']	-1
O=C(O)[C@@H](CO)OP(=O)([O-])O	['C00631', 'C00631', 'C00631']	-1
O=C([O-])c1cc(S(=O)(=O)[O-])ccc1O	['C16199', 'C16199']	-2
O=C(O)[C@H](O)COP(=O)([O-])O	['C00197', 'C00197', 'C00197']	-1
CC(=O)[N-]c1ccccc1C(=O)[O-]	['C06332']	-2
CSc1ncnc2nc[n-]c12	['C16614']	-1
NCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-]	['C00884', 'C00884']	-1
NCCCCCC(=O)[N-]CCCCCC(=O)[O-]	['C01255']	-2
O=C([O-])c1cccnc1	['C00253']	-1
Nc1[n-]c[nH+]c1C(=O)[O-]	['C05516']	-1
NC(=O)C(CCC(=O)[O-])NC=O	['C16674', 'C16674']	-1
N[C@@H](CCSSCC[C@H](N)C(=O)[O-])C(=O)[O-]	['C01817']	-2
C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]	['C01934', 'C01934', 'C01934', 'C01934', 'C01934']	-1
C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]	['C01720', 'C01720', 'C01720', 'C01720', 'C01720']	-1
NCCCC(=O)N[C@@H](Cc1c[n-]c[nH+]1)C(=O)[O-]	['C00884']	-1
Nc1cc[n-]c(=O)n1	['C00380']	-1
NCCC[C@H]([N-]C(=O)CCC(=O)O)C(=O)[O-]	['C03415']	-2
NCCC[C@H](NC(=O)CCC(=O)O)C(=O)[O-]	['C03415']	-1
O=C([O-])C(=O)Cc1ccccc1	['C00166']	-1
O=C([O-])CC(=O)CCC(=O)O	['C00846']	-1
O=C([O-])c1ccccc1[N+](=O)[O-]	['C16234']	-1
N=C(N)NCCC[C@H]([N-]C(=O)CC[NH3+])C(=O)[O-]	['C05340']	-1
O=C([O-])C1=NCC(O)C1	['C04282', 'C04282']	-1
C[C@H](N)CC(=O)CC(=O)[O-]	['C03656']	-1
[NH3+]C(CP(=O)([O-])O)C(=O)[O-]	['C05672', 'C05672']	-1
CC(=O)NCCCCC(=O)C(=O)[O-]	['C05548']	-1
CSCCCCCCC[C@@H](N)C(=O)[O-]	['C17229']	-1
O=C([O-])c1ccc(=O)[nH]c1	['C01020']	-1
[NH3+][C@@H](CCS(=O)(=O)[O-])C(=O)[O-]	['C16511']	-1
N[C@@H](CC1(C(=O)O)C=CC(O)C=C1)C(=O)[O-]	['C00826']	-1
N[C@@H](CSS(=O)(=O)[O-])C(=O)O	['C05824']	-1
[NH-]C(=O)[N-][C@H]([NH3+])C(=O)[O-]	['C02091']	-2
Nc1[nH]cnc1C(=O)[O-]	['C05516', 'C05516']	-1
O=C([O-])c1cccnc1C(=O)O	['C03722']	-1
C[C@@H](N[C@@H](CCCNC(=N)N)C(=O)[O-])C(=O)[O-]	['C04137']	-2
N[C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)O	['C00826', 'C00826']	-1
CC(=O)[N-][C@@H](CSCCO)C(=O)[O-]	['C14876', 'C14876']	-2
O=C([O-])CCC(=O)CC(=O)O	['C00846']	-1
NCCC(=O)N[C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00386']	-2
N=CN[C@@H](CCC(=O)[O-])C(=O)O	['C00439']	-1
CSCCCCCCCC[C@@H](N)C(=O)[O-]	['C17233']	-1
CC(=O)[N-]CCc1c[n-]cn1	['C05135']	-2
[NH-]C(=O)C([NH3+])CCC(=O)[O-]	['C16673']	-1
[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]	['C00049']	-1
[NH3+][C@H](CC(=O)[O-])C(=O)[O-]	['C00402']	-1
NC(=O)[N-]C(N)=O	['C06555']	-1
NCCC[C@H]([N-]C(=O)CCC(=O)O)C(=O)O	['C03415']	-1
O=C([O-])/C=C\C(=O)CC(=O)[O-]	['C02222']	-2
[NH-]C(=O)Cc1c[n-]c2ccccc12	['C02693']	-2
O=C1[N-]C(O)C(c2ccccc2)CO1	['C16595']	-1
Nc1[n-]cnc1C(=O)[O-]	['C05516']	-2
N[C@@H](CCSSCC[C@H](N)C(=O)O)C(=O)[O-]	['C01817']	-1
CC(C)[C@H](C(=O)[O-])[C@@H](O)C(=O)O	['C04411', 'C04411']	-1
C=C(C)CCOP(=O)([O-])OP(=O)(O)O	['C00129']	-1
CSCCC(C(=O)[O-])C(O)C(=O)[O-]	['C17212', 'C17212', 'C17212']	-2
[NH3+][C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00135']	-1
[NH3+][C@H](Cc1c[n-]cn1)C(=O)[O-]	['C06419']	-1
CC(=O)[N-]/C=C(/CC(=O)O)C(=O)[O-]	['C01215']	-2
O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O	['C00673', 'C00673', 'C00673', 'C00673']	-2
O=C([O-])Cc1ccccc1O	['C05852', 'C05852']	-1
N[C@@H](CSS)C(=O)[O-]	['C01962']	-1
NC(=O)Nc1[nH]cnc1C(=O)[O-]	['C05515', 'C05515', 'C05515']	-1
O=C([O-])C(=O)C[C@@H](O)[C@H](O)CO	['C01216', 'C01216', 'C01216', 'C01216']	-1
O=C([O-])C(=O)C[C@H](O)[C@H](O)CO	['C00204', 'C00204', 'C00204', 'C00204']	-1
CC(CC(=O)O)C(=O)CC(=O)[O-]	['C18312']	-1
CC(=O)OC[C@H](N)C(=O)[O-]	['C00979']	-1
O=C([O-])c1cc(O)c2ccccc2n1	['C01717', 'C01717']	-1
CC(C(=O)O)C(=O)CCC(=O)[O-]	['C18307']	-1
[NH3+]C(CP(=O)([O-])[O-])C(=O)[O-]	['C05672']	-2
NC[C@@H](CC[C@H]([NH3+])C(=O)[O-])OP(=O)([O-])[O-]	['C03366']	-2
[NH3+]CCCC(=O)N[C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00884']	-1
O=C([O-])C1=N[C@H](C(=O)[O-])CCC1	['C03972']	-2
O=C([O-])C[C@@H]1CC[C@@H](C(=O)[O-])[NH2+]1	['C17366']	-1
O=C([O-])CCC1NC(=O)[N-]C1=O	['C05565']	-2
CC(=O)N[C@@H](CCC[N-]C(N)=O)C(=O)O	['C15532']	-1
N#CCC[N-]C(=O)CC[C@H](N)C(=O)[O-]	['C06114']	-2
CC(=O)NCCc1c[n-]cn1	['C05135']	-1
[NH3+]CCC(=O)N[C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00386']	-1
O=C([O-])C1C=CCN=C1	['C16671']	-1
O=S(=O)([O-])c1ccc2c(O)c(O)ccc2c1	['C16196']	-1
N[C@H](CC(=O)[O-])C(=O)[O-]	['C00402']	-2
N[C@@H](CC(=O)[O-])C(=O)[O-]	['C00049']	-2
O=C([O-])Cc1ccc(O)cc1	['C00642', 'C00642']	-1
NC(=O)CC(=O)C(=O)[O-]	['C02362', 'C02362']	-1
CC(C[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	['C06234']	-1
O=C([O-])C(=O)c1ccccc1	['C02137']	-1
N[C@@H](CCC(=O)NCCS(=O)(=O)[O-])C(=O)[O-]	['C05844']	-2
CC(C)(CO)[C@@H](O)C(=O)[N-]CCCO	['C05944']	-1
CSCCC/C(=N/O)SC[C@H](N)C(=O)[O-]	['C17242']	-1
N[C@@H](CC[C@H](C[NH3+])OP(=O)([O-])[O-])C(=O)[O-]	['C03366']	-2
O=C([O-])C(=O)CCP(=O)([O-])O	['C17941', 'C17941']	-2
CC(CC(=O)[O-])C(=O)CC(=O)O	['C18312']	-1
CSCCC(O)(CC(=O)O)C(=O)[O-]	['C17210']	-1
CC(C(=O)[O-])C(=O)/C=C\C(=O)[O-]	['C18306']	-2
C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-]	['C01046']	-1
CN1C2CCC1[C@@H](C(=O)[O-])[C@@H](O)C2	['C10858', 'C10858']	-1
CN1C2CCC1[C@H](C(=O)[O-])[C@@H](O)C2	['C12449', 'C12449']	-1
CC(C)C(=O)[N-]c1ccc([N+](=O)[O-])c(C(F)(F)F)c1	['C07653']	-1
O=C1CCCCC[N-]C(=O)CCCCC[N-]1	['C04277']	-2
CNc1ccccc1C(=O)[O-]	['C03005']	-1
O=C([O-])c1cccc2c1[C@@H](O)[C@@H](O)C=C2	['C14092', 'C14092', 'C14092']	-1
N=CN[C@@H](CCC(=O)[O-])C(=O)[O-]	['C00439']	-2
NCCCC(=O)[N-][C@@H](Cc1c[nH]cn1)C(=O)[O-]	['C00884', 'C00884']	-2
O=C(O)C(=O)CP(=O)([O-])O	['C02798', 'C02798']	-1
NC(=O)[N-]C(NC(N)=O)C(=O)O	['C00499']	-1
C=C(C)CCOP(=O)(O)OP(=O)([O-])O	['C00129']	-1
CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]	['C11437', 'C11437', 'C11437', 'C11437']	-2
C[Se]CC[C@H](N)C(=O)[O-]	['C05335']	-1
[NH-]C(=O)C(CCC(=O)[O-])NC=O	['C16674']	-2
N=C(N)NCCC[C@H]([N-]C(=O)CCN)C(=O)[O-]	['C05340']	-2
O=C([O-])CCCCCCCCC(O)CCCCCCO	['C08285', 'C08285', 'C08285']	-1
O=C([O-])c1ccccn1	['C10164']	-1
NCCCC(=O)[N-][C@@H](Cc1c[n-]c[nH+]1)C(=O)[O-]	['C00884']	-2
O=C([O-])C1=N[C@H](C(=O)O)CCC1	['C03972']	-1
CCCC(=O)[N-][C@H]1CCOC1=O	['C11837']	-1
O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1	['C00672', 'C00672', 'C00672', 'C00672']	-2
O=C1C(O)Oc2ccccc2N1[O-]	['C15770']	-1
O=C(O)C1=N[C@H](C(=O)[O-])CCC1	['C03972']	-1
N[C@@H](CCC(=O)[N-]CCS(=O)(=O)[O-])C(=O)O	['C05844']	-2
N=C[C@H](O)[C@H](O)COP(=O)([O-])[O-]	['C12215', 'C12215', 'C12215', 'C12215']	-2
NC(=O)[N-]C([N-]C(N)=O)C(=O)O	['C00499']	-2
O=C([O-])C(O)Cc1cnc[nH]1	['C05568', 'C05568', 'C05568']	-1
Cc1c[n-]c(=O)[n-]c1=O	['C00178']	-2
CSCCCC(O)(CC(=O)[O-])C(=O)[O-]	['C17214', 'C17214', 'C17214']	-2
O=C([O-])c1cc(C(=O)[O-])oc(=O)c1	['C03671']	-2
O=C(O)Cc1c[n-]c2ccccc12	['C00954']	-1
O=C([O-])CC(=O)c1ccccc1	['C07114']	-1
O=C([O-])Cc1cccc(O)c1	['C05593', 'C05593']	-1
NCCC[C@H]([N-]C(=O)CCC(=O)[O-])C(=O)O	['C03415']	-2
N[C@@H](CCC(=O)[N-]CCCC(=O)O)C(=O)O	['C15767']	-1
NC(=O)C(CCC(=O)O)[N-]C=O	['C16674']	-1
C[C@](O)(C[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	['C06034', 'C06034', 'C06034']	-1
O=C([O-])C[C@@H]1CC[C@@H](C(=O)[O-])N1	['C17366']	-2
O=C[N-]c1ccccc1C(=O)O	['C05653']	-1
O=C(O)c1cc(S(=O)(=O)[O-])ccc1O	['C16199']	-1
O=C([O-])C[C@@H](O)[C@H](O)C(=O)CO	['C06892', 'C06892', 'C06892', 'C06892']	-1
N[C@@H](CCC(=O)NCCS(=O)(=O)[O-])C(=O)O	['C05844']	-1
NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-]	['C00386', 'C00386']	-1
NCC(=O)COP(=O)([O-])O	['C11638']	-1
O=C([O-])c1ccccc1NO	['C16235']	-1
N[C@@H](CCSC[C@H]1OC(O)[C@H](O)[C@@H]1O)C(=O)[O-]	['C03539', 'C03539', 'C03539', 'C03539']	-1
CC(C)(CO)[C@@H](O)C(=O)[N-]CCC(=O)[O-]	['C00864', 'C00864', 'C00864']	-2
NC(=O)N[C@@H](CCC(=O)O)C(=O)[O-]	['C05829']	-1
C=C(OP(=O)(O)C(=O)O)C(=O)[O-]	['C06367']	-1
NC(=O)CCC(=O)C(=O)[O-]	['C00940', 'C00940']	-1
N#CCC[N-]C(=O)CC[C@H]([NH3+])C(=O)[O-]	['C06114']	-1
c1nc(CC2CCNCC2)c[n-]1	['C17932']	-1
CC(=O)[N-][C@@H](CC[PH](=O)O)C(=O)[O-]	['C17949']	-2
NCCC[C@H](NC(=O)CCC(=O)[O-])C(=O)O	['C03415']	-1
CC(=O)OCC[C@H](N)C(=O)[O-]	['C01077']	-1
CSCCC(C(=O)O)C(O)C(=O)[O-]	['C17212']	-1
Cn1cnc2c1c(=O)[n-]c(=O)n2C	['C07480']	-1
[NH-]C(=O)N[C@@H](O)C(=O)[O-]	['C00603', 'C00603', 'C00603']	-2
N=C(N)NCCS(=O)(=O)[O-]	['C01959']	-1
N=CN[C@@H](CC(=O)O)C(=O)[O-]	['C03409']	-1
O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-]	['C00552', 'C00552', 'C00552', 'C00552', 'C00552', 'C00552']	-2
O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-]	['C00898', 'C00898', 'C00898', 'C00898']	-2
N[C@H](CO)Cc1c[n-]cn1	['C00860', 'C00860', 'C00860']	-1
NCC[C@H]1O[C@H]2CC(=O)N2[C@@H]1C(=O)[O-]	['C06659']	-1
O=S(=O)([O-])c1ccc2ccccc2c1	['C16202']	-1
NC(=O)Cc1c[n-]c2ccccc12	['C02693']	-1
N=CN[C@@H](CC(=O)[O-])C(=O)O	['C03409']	-1
O=C([O-])CCC(=O)C(Cl)C(=O)[O-]	['C12836']	-2
O=C([O-])CCc1ccccc1	['C05629']	-1
O=C(O)Cc1c[n-]c2ccc(O)cc12	['C05635']	-1
CC(C)(CO)[C@@H](O)C(=O)[N-]CCC(=O)O	['C00864']	-1
CSCCC(O)(CC(=O)[O-])C(=O)O	['C17210', 'C17210']	-1
NCCCC(=O)[N-][C@@H](Cc1c[nH]cn1)C(=O)O	['C00884']	-1
[NH-]C(=O)c1nc[n-]c1N	['C04051']	-2
N=C(N)NCCC[C@H](NCCC(=O)O)C(=O)[O-]	['C06655']	-1
