smiles	kegg_id	formal_charge
CP(=O)([O-])CC[C@H](N)C(=O)O	['C04650']	-1
C[N+](C)(C)CCOP(=O)([O-])[O-]	['C00588']	-1
CP(=O)([O-])CC[C@H](N)C(=O)[O-]	['C04650']	-2
N[C@@H](C[C@@H](O)C(=O)[O-])C(=O)O	['C05947', 'C05947']	-1
CC(=O)[N-]CC[C@H]([NH3+])C(=O)[O-]	['C06442']	-1
O=C([O-])c1ccc[n-]1	['C05942']	-2
O=C([O-])C1=NCCCC1	['C04092']	-1
Cc1c[n-]c2ccccc12	['C08313']	-1
O=P([O-])([O-])OC[C@H](O)CO	['C00093', 'C00093', 'C00093', 'C00093']	-2
O=P([O-])([O-])OC[C@@H](O)CO	['C00623', 'C00623', 'C00623', 'C00623']	-2
CC(=O)[N-][C@@H](CCC[NH3+])C(=O)[O-]	['C00437']	-1
N[C@@H](C[C@@H](O)C(=O)[O-])C(=O)[O-]	['C05947', 'C05947', 'C05947']	-2
O=C([O-])c1ccc(F)cc1	['C02371']	-1
O=C([O-])C(=O)C[PH](=O)O	['C06368']	-1
N[C@@H](C[C@@H](O)C(=O)O)C(=O)[O-]	['C05947']	-1
N[C@@H]1C[C@](O)(C(=O)[O-])CC(=O)[C@H]1O	['C12109', 'C12109', 'C12109']	-1
C[C@](O)(C[C@H](N)C(=O)[O-])C(=O)O	['C06034', 'C06034']	-1
O=C([O-])[C@@H]1CCCC=N1	['C00450']	-1
N[C@H](CC(=O)O)C(=O)[O-]	['C00402']	-1
N[C@@H](CC(=O)O)C(=O)[O-]	['C00049']	-1
[NH-]C(=O)[N-]CCC[C@H]([NH3+])C(=O)[O-]	['C00327']	-2
[NH-]C(=O)Cc1ccccc1	['C02505']	-1
CN(CC(=O)[O-])C(N)=O	['C01043', 'C01043']	-1
O=C([O-])[C@H]1C[C@@H](O)CN1	['C03440', 'C03440']	-1
O=C([O-])[C@@H]1C[C@@H](O)CN1	['C01157', 'C01157']	-1
Cc1c(C(=O)[O-])c[n-]c1C(=O)O	['C12477']	-2
CC(=O)C[C@@H](N)C(=O)[O-]	['C03341']	-1
O=C([O-])c1ccc2c(c1)CCCC2	['C14111']	-1
[NH-]C(=O)CCC(=O)C(=O)[O-]	['C00940']	-2
O=C([O-])/C=C/c1c[n-]cn1	['C00785']	-2
NC(=O)NCCC(=O)[O-]	['C02642', 'C02642']	-1
CC(=O)N(O)CCCP(=O)([O-])[O-]	['C17942']	-2
CC(C[C@H](N)C(=O)O)C(=O)[O-]	['C06234']	-1
Cc1cccc(O)c1C(=O)[O-]	['C02657', 'C02657']	-1
O=C([O-])CC1=CCC(=O)O1	['C03586']	-1
C[C@H](C(=O)[O-])C(=O)C(=O)[O-]	['C06030']	-2
C=C(C[C@H](N)C(=O)[O-])C(=O)O	['C00651']	-1
CC(=O)N[C@@H](CCCNC(N)=O)C(=O)[O-]	['C15532', 'C15532']	-1
ONCCc1c[n-]c2ccccc12	['C17203']	-1
Cc1cccc(C(=O)[O-])c1O	['C14088', 'C14088']	-1
N=C(CC(=O)[O-])C(=O)[O-]	['C05840']	-2
CN[C@@H](CCC(=O)[O-])C(=O)[O-]	['C01046']	-2
O=C([O-])C1=NCCC1	['C03564']	-1
CCC(O)(CC(=O)[O-])C(=O)[O-]	['C02488', 'C02488', 'C02488']	-2
O=C([O-])[C@H]1CC[C@H](O)CC1	['C04404', 'C04404']	-1
N[C@@H](CS)C(=O)NCC(=O)[O-]	['C01419', 'C01419']	-1
O=C([O-])[C@@H]1CCC=N1	['C03912']	-1
N[C@@H](CCCC(=O)O)C(=O)[O-]	['C00956']	-1
CC(=O)CCC(N)C(=O)[O-]	['C05825']	-1
O=P([O-])(O)OP(=O)([O-])O	['C00013', 'C00013']	-2
NC(=O)N[O-]	['C07044']	-1
C[C@@](O)(CC(=O)[O-])C(=O)[O-]	['C02612', 'C02612', 'C02612']	-2
C[C@](O)(CC(=O)[O-])C(=O)[O-]	['C02614', 'C02614', 'C02614']	-2
Nc1ccc(S(=O)(=O)[O-])cc1	['C06335']	-1
NC(=O)/C=C\C(=O)[O-]	['C01596', 'C01596']	-1
Cc1ccc(C(=O)[O-])c(O)c1	['C14103', 'C14103']	-1
NCC(=O)CCC(=O)[O-]	['C00430']	-1
Cc1cc2nc[n-]c2cc1C	['C03114']	-1
Cc1c(C(=O)[O-])c[nH]c1C(=O)[O-]	['C12477']	-2
CC(C)[C@H](C(=O)[O-])C(=O)C(=O)[O-]	['C04236']	-2
O=C([O-])C[C@@H](O)C(=O)[O-]	['C00497', 'C00497', 'C00497']	-2
O=C([O-])C[C@H](O)C(=O)[O-]	['C00149', 'C00149', 'C00149']	-2
C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]	['C06032', 'C06032', 'C06032']	-2
C[C@H](C(=O)[O-])[C@H](O)C(=O)[O-]	['C06029', 'C06029', 'C06029']	-2
C[C@@H](C(=O)[O-])[C@@H](O)C(=O)[O-]	['C06031', 'C06031', 'C06031']	-2
CSCCCCC[C@H](N)C(=O)[O-]	['C17221']	-1
C[C@H](C(=O)[O-])C(C)(O)C(=O)[O-]	['C03652', 'C03652', 'C03652']	-2
CC(=O)N([O-])CCCP(=O)([O-])O	['C17942']	-2
N[C@@H](CCS(=O)(=O)[O-])C(=O)[O-]	['C16511']	-2
O/N=C/Cc1c[n-]c2ccccc12	['C02937']	-1
N[C@@H](CCC(=O)O)C(=O)[O-]	['C00025']	-1
N[C@H](CCC(=O)O)C(=O)[O-]	['C00217']	-1
NC(CCC(=O)O)C(=O)[O-]	['C00302']	-1
O=C([O-])[C@@H](O)c1ccccc1	['C01984', 'C01984']	-1
O=C([O-])[C@H](O)c1ccccc1	['C01983', 'C01983']	-1
[NH-]C(=O)C(=O)CCC(=O)[O-]	['C05572']	-2
O=C1CC(=O)NC(=O)[N-]1	['C00813']	-1
CC(=O)[N-]CCCC[C@H]([NH3+])C(=O)[O-]	['C02727']	-1
C=C(C)[C@H](CO)CCC(C)C(=O)[O-]	['C11420', 'C11420']	-1
C=C(C)[C@@H](CO)CCC(C)C(=O)[O-]	['C11406', 'C11406']	-1
CCC(C(=O)[O-])C(O)C(=O)[O-]	['C01989', 'C01989', 'C01989']	-2
C[C@@H](N[C@@H](CCCC[NH3+])C(=O)[O-])C(=O)[O-]	['C04020']	-1
N[C@@H](CCS(=O)(=O)[O-])C(=O)O	['C16511']	-1
CC(=O)[N-]CCCCC(=O)C(=O)O	['C05548']	-1
CC(=O)N([O-])CCCC[C@H]([NH3+])C(=O)[O-]	['C03955']	-1
N#CC(N)CCC(=O)[O-]	['C05715']	-1
CSCCC[C@H](N)C(=O)[O-]	['C17213']	-1
Oc1[n-]c2ccccc2c1O	['C02775']	-1
O=C([O-])CCCC[C@@H]1CCSS1	['C16241']	-1
NC(=O)[N-]C(NC(N)=O)C(=O)[O-]	['C00499', 'C00499', 'C00499']	-2
O=C(O)C(=O)CS(=O)(=O)[O-]	['C05528']	-1
O=C([O-])[C@H](O)C(=O)CO	['C03064', 'C03064', 'C03064']	-1
CC1NC(=O)[N-]C1CCCCCC(=O)[O-]	['C01909']	-2
CCC[C@](O)(CC(=O)[O-])C(=O)[O-]	['C05994', 'C05994', 'C05994']	-2
CC1[N-]C(=O)NC1CCCCCC(=O)[O-]	['C01909']	-2
O=C(O)C(=O)CS(=O)[O-]	['C05527', 'C05527']	-1
CC1C(=O)[N-]C(=O)NC1=O	['C05281']	-1
C[C@@H](N)C(=O)[N-][C@H](C)C(=O)[O-]	['C00993']	-2
CC(=O)[C@H](N)C(=O)[O-]	['C03508']	-1
O=C([O-])c1ccccc1F	['C02359']	-1
O=c1cc[nH]c(=O)[n-]1	['C00106']	-1
O=c1[n-]c(=O)c(F)c[nH]1	['C07649']	-1
O=C([O-])C[C@@H]1CCCC[C@@H]1C(=O)O	['C14112']	-1
CC(C)[C@@](O)(CC(=O)[O-])C(=O)[O-]	['C02504', 'C02504', 'C02504']	-2
CSCCCC[C@H](N)C(=O)[O-]	['C17217']	-1
Cc1[nH+]csc1CCOP(=O)([O-])[O-]	['C04327']	-1
CSCC[C@H](NC=O)C(=O)[O-]	['C03145']	-1
CC1=C(CC(=O)[O-])OC(=O)C1	['C18311']	-1
[NH3+][C@H](C[S-])C(=O)[O-]	['C00793']	-1
[NH3+][C@@H](C[S-])C(=O)[O-]	['C00097']	-1
C[C@H](C(=O)[O-])[C@H](N)C(=O)O	['C03618']	-1
Oc1cc2cc[n-]c2cc1O	['C05578']	-1
C=C(CC(=O)C(=O)[O-])C(=O)[O-]	['C06035']	-2
CSCC[C@@H](N)C(=O)[O-]	['C00855']	-1
CSCC[C@H](N)C(=O)[O-]	['C00073']	-1
O=C([O-])c1cccc(F)c1	['C02364']	-1
CC(=O)[N-]CCCCN	['C02714']	-1
N#CCc1c[n-]c2ccccc12	['C02938']	-1
C=C(C[C@H](N)C(=O)O)C(=O)[O-]	['C00651']	-1
N[C@@H](CSSC[C@H](N)C(=O)[O-])C(=O)[O-]	['C00491']	-2
O=C([O-])C(O)Cc1cnc[n-]1	['C05568', 'C05568', 'C05568', 'C05568']	-2
N[C@@H](CCCC(=O)[O-])C(=O)O	['C00956']	-1
C[C@@H]([NH3+])C(=O)[N-][C@H](C)C(=O)[O-]	['C00993']	-1
CC(=O)[N-]CC[C@H](N)C(=O)[O-]	['C06442']	-2
O=c1cc[n-]c(=O)[nH]1	['C00106']	-1
Cc1c(C(=O)O)c[n-]c1C(=O)[O-]	['C12477']	-2
O=C(O)CC[C@@H](O)C(=O)[O-]	['C01087']	-1
O=C(O)CC[C@H](O)C(=O)[O-]	['C03196']	-1
O=C(O)CCC(O)C(=O)[O-]	['C02630']	-1
O=C([O-])[C@H](O)Cc1ccccc1	['C05607', 'C05607']	-1
C[C@](O)(C[C@H](N)C(=O)[O-])C(=O)[O-]	['C06034', 'C06034', 'C06034']	-2
O=C(CO)COP(=O)([O-])O	['C00111', 'C00111']	-1
N[C@@H](Cc1c[nH]cn1)C(=O)[O-]	['C00135', 'C00135']	-1
N[C@H](Cc1c[nH]cn1)C(=O)[O-]	['C06419', 'C06419']	-1
N[C@@H](CC[S-])C(=O)[O-]	['C00155']	-2
O=c1[n-]cc(F)c(=O)[n-]1	['C07649']	-2
C[C@](O)(C[C@H](N)C(=O)O)C(=O)[O-]	['C06034']	-1
O=C([O-])CCC1NC=NC1=O	['C03680']	-1
O=P([O-])(O)OC[C@H](O)CO	['C00093', 'C00093', 'C00093']	-1
O=P([O-])(O)OC[C@@H](O)CO	['C00623', 'C00623', 'C00623']	-1
O=C([O-])[C@H](O)CS(=O)(=O)[O-]	['C11499', 'C11499']	-2
O=C([O-])[C@@H](O)CS(=O)(=O)[O-]	['C11537', 'C11537']	-2
O=C([O-])CC(=O)C(=O)[O-]	['C00036']	-2
CNCCc1c[n-]c2ccc(O)cc12	['C06212']	-1
O=C([O-])C(CO)c1ccccc1	['C01456', 'C01456']	-1
N[C@H](CCC(=O)[O-])C(=O)O	['C00217']	-1
N[C@@H](CCC(=O)[O-])C(=O)O	['C00025']	-1
NC(CCC(=O)[O-])C(=O)O	['C00302']	-1
O=C([O-])CC[C@@H](CO)C(=O)O	['C16390', 'C16390']	-1
NCC(O)P(=O)([O-])[O-]	['C05678']	-2
CC(=O)N([O-])CCCP(=O)(O)O	['C17942']	-1
C[C@H](C(=O)[O-])[C@H](N)C(=O)[O-]	['C03618']	-2
N[C@@H](CS(=O)[O-])C(=O)[O-]	['C00606']	-2
N[C@@H](CSSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	['C00491']	-1
O=C([O-])CC[C@@H](CO)C(=O)[O-]	['C16390', 'C16390', 'C16390']	-2
O=c1[n-]cc(F)c(=O)[nH]1	['C07649']	-1
CCCC(C(=O)[O-])[C@H](O)C(=O)[O-]	['C02123', 'C02123', 'C02123']	-2
CC(C)[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]	['C04411', 'C04411', 'C04411']	-2
O=C([O-])/C=C/c1c[n-]c[nH+]1	['C00785']	-1
CC(C(=O)[O-])C(=O)CCC(=O)O	['C18307']	-1
CCC(O)(CC(=O)O)C(=O)[O-]	['C02488']	-1
O=C([O-])c1ccc[nH]1	['C05942']	-1
NC(=O)[N-][C@@H](O)C(=O)[O-]	['C00603', 'C00603', 'C00603']	-2
O=C(COP(=O)([O-])[O-])Cc1c[n-]c[nH+]1	['C01267']	-2
CN[C@@H](CCC(=O)[O-])C(=O)O	['C01046']	-1
O=C([O-])C[S+](O)CC(=O)[O-]	['C14873']	-1
CCCCCCCCCCCCCCCC(=O)[O-]	['C00249']	-1
C[C@H](C(=O)[O-])C(=O)C(=O)O	['C06030']	-1
Cc1ncsc1CCOP(=O)([O-])[O-]	['C04327']	-2
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)[O-]	['C00491']	-1
Nc1cnc[n-]1	['C05239']	-1
O=C(OP(=O)([O-])O)c1ccccc1	['C06206']	-1
CC1[N-]C(=O)[N-]C1CCCCCC(=O)O	['C01909']	-2
c1ccc2[n-]ccc2c1	['C00463']	-1
N#CCCNC(=O)CC[C@H](N)C(=O)[O-]	['C06114']	-1
[NH-]C(=O)NCC(F)C(=O)[O-]	['C16631']	-2
O=C([O-])[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1	['C00296', 'C00296', 'C00296', 'C00296', 'C00296']	-1
[NH3+]CC(=O)COP(=O)([O-])[O-]	['C11638']	-1
O=S(=O)([O-])c1cccc(O)c1O	['C06336']	-1
NC(=O)[N-]CC(F)C(=O)O	['C16631']	-1
CCC[C@](O)(CC(=O)O)C(=O)[O-]	['C05994']	-1
O=C([O-])C(=O)CC[PH](=O)O	['C17948']	-1
O=C([O-])[C@@H]1O[C@H]1C(=O)[O-]	['C03548']	-2
C[C@H](O)[C@@H](O)CC(=O)C(=O)[O-]	['C03827', 'C03827', 'C03827']	-1
C[C@H](O)[C@H](O)CC(=O)C(=O)[O-]	['C03979', 'C03979', 'C03979']	-1
O=C([O-])c1cccnc1C(=O)[O-]	['C03722']	-2
[NH3+][C@@H](CS(=O)[O-])C(=O)[O-]	['C00606']	-1
O=C([O-])C(=O)Cc1cnc[nH]1	['C03277', 'C03277']	-1
O=C([O-])c1ccc(O)cc1	['C00156', 'C00156']	-1
C[C@](O)(CC(=O)O)C(=O)[O-]	['C02614']	-1
C[C@@](O)(CC(=O)O)C(=O)[O-]	['C02612']	-1
C[C@H](CC(=O)[O-])OC(=O)C[C@@H](C)O	['C04546', 'C04546']	-1
O=c1cc(O)c2ccccc2[n-]1	['C16716']	-1
NC(=O)[N-]CCC(=O)[O-]	['C02642', 'C02642']	-2
CC(C)[C@@](O)(CC(=O)O)C(=O)[O-]	['C02504']	-1
O=C([O-])c1ccco1	['C01546']	-1
O=C([O-])CC1NC=NC1=O	['C05133']	-1
N[C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00135']	-2
N[C@H](Cc1c[n-]cn1)C(=O)[O-]	['C06419']	-2
CN[C@@H](CCC(=O)O)C(=O)[O-]	['C01046']	-1
CC(C)[C@H](C(=O)[O-])C(=O)C(=O)O	['C04236']	-1
CCC(C(=O)O)C(O)C(=O)[O-]	['C01989']	-1
CC(C(=O)[O-])C(=O)CCC(=O)[O-]	['C18307']	-2
O=C([O-])c1ccccc1O	['C00805', 'C00805']	-1
N[C@@H](CS(=O)(=O)[O-])C(=O)O	['C00506']	-1
CSCC[C@H]([N-]C=O)C(=O)O	['C03145']	-1
O=C([O-])c1ccc(O)nc1	['C01020', 'C01020']	-1
[NH3+]c1[n-]cnc1C(=O)[O-]	['C05516']	-1
C=C(CC(=O)C(=O)O)C(=O)[O-]	['C06035']	-1
O=C([O-])[C@@H]1O[C@H]1C(=O)O	['C03548']	-1
O=C(O)/C=C/CCCCCCCCC(=O)[O-]	['C16308']	-1
NCC[S-]	['C01678']	-1
O=C([O-])C[C@@H]1CCCC[C@@H]1C(=O)[O-]	['C14112']	-2
O=C([O-])CC[C@@H](O)C(=O)O	['C01087', 'C01087']	-1
O=C([O-])CCC(O)C(=O)O	['C02630', 'C02630']	-1
O=C([O-])CC[C@H](O)C(=O)O	['C03196', 'C03196']	-1
NC(=O)[N-][C@@H](O)C(=O)O	['C00603']	-1
CC(C)(C(=O)[O-])[C@@H](O)C(=O)O	['C01088', 'C01088']	-1
CC(C)(C(=O)O)[C@@H](O)C(=O)[O-]	['C01088']	-1
O=C([O-])C(=O)CP(=O)([O-])O	['C02798', 'C02798']	-2
[NH-]C(=O)C[C@H]([NH3+])C(=O)[O-]	['C00152']	-1
O=C1C=CC(C(F)C(=O)[O-])O1	['C16477']	-1
O=C([O-])/C=C/c1ccc(O)cc1	['C00811', 'C00811']	-1
C[NH+](CC(=O)[O-])C([NH-])=O	['C01043']	-1
O=C([O-])COP(=O)([O-])O	['C00988', 'C00988']	-2
O=C([O-])Cc1ccccc1	['C07086']	-1
C[C@H](C(=O)O)C(C)(O)C(=O)[O-]	['C03652']	-1
NCCCCCC(=O)[N-]CCCCCC(=O)O	['C01255']	-1
N[C@H](CS)C(=O)[O-]	['C00793', 'C00793']	-1
N[C@@H](CS)C(=O)[O-]	['C00097', 'C00097']	-1
N[C@H](Cc1c[n-]c[nH+]1)C(=O)[O-]	['C06419']	-1
N[C@@H](Cc1c[n-]c[nH+]1)C(=O)[O-]	['C00135']	-1
NCCOP(=O)([O-])O	['C00346']	-1
O=C(O)c1ccc[n-]1	['C05942']	-1
O=C([O-])C(=O)C[C@H](O)CO	['C03826', 'C03826', 'C03826']	-1
O=C([O-])C(=O)C[C@@H](O)CO	['C00684', 'C00684', 'C00684']	-1
N#CC[C@H](N)C(=O)[O-]	['C02512']	-1
O=C(O)C[C@@H]1CCCC[C@@H]1C(=O)[O-]	['C14112']	-1
C[C@@H](C(=O)O)[C@@H](O)C(=O)[O-]	['C06031']	-1
C[C@H](C(=O)O)[C@@H](O)C(=O)[O-]	['C06032']	-1
C[C@H](C(=O)O)[C@H](O)C(=O)[O-]	['C06029']	-1
CC(C[C@H](N)C(=O)[O-])C(=O)[O-]	['C06234']	-2
O=C1[N-]c2ccccc2OC1O	['C15769']	-1
O=C([O-])CC(=O)C(=O)O	['C00036']	-1
N=C(CC(=O)O)C(=O)[O-]	['C05840']	-1
[NH-]C(=O)NC(NC(N)=O)C(=O)[O-]	['C00499', 'C00499']	-2
O=C([O-])CCc1ccc(O)cc1	['C01744', 'C01744']	-1
O=C([O-])CCc1ccccc1O	['C01198', 'C01198']	-1
N[C@@H](CS(=O)[O-])C(=O)O	['C00606', 'C00606']	-1
O=C([O-])CCCCC(=O)C(=O)[O-]	['C16588']	-2
[NH-]C(=O)CC[C@H]([NH3+])C(=O)[O-]	['C00064']	-1
[NH-]C(=O)CC[C@@H]([NH3+])C(=O)[O-]	['C00819']	-1
Cc1c(C(=O)O)c[nH]c1C(=O)[O-]	['C12477']	-1
O/N=C(\[S-])Cc1ccccc1	['C03719']	-1
O=C([O-])c1ccncc1	['C07446']	-1
O=C([O-])CCCC(=O)C(=O)[O-]	['C00322']	-2
NCC(=O)COP(=O)([O-])[O-]	['C11638']	-2
O=C(O)CCC(=O)C(=O)[O-]	['C00026']	-1
O=C([O-])CCc1cccc(O)c1	['C11457', 'C11457']	-1
CC(=O)C(O)COP(=O)([O-])O	['C15556', 'C15556']	-1
NC(=O)[N-]CCC(=O)O	['C02642']	-1
O=C(O)[C@@H](O)CS(=O)(=O)[O-]	['C11537']	-1
O=C(O)[C@H](O)CS(=O)(=O)[O-]	['C11499']	-1
N[C@@H](CS(=O)(=O)[O-])C(=O)[O-]	['C00506']	-2
O=C(COP(=O)([O-])[O-])Cc1c[nH]cn1	['C01267', 'C01267']	-2
O=C(O)C[C@H](O)C(=O)[O-]	['C00149']	-1
O=C(O)C[C@@H](O)C(=O)[O-]	['C00497']	-1
N[C@@H](CC(=O)[O-])C(=O)O	['C00049']	-1
N[C@H](CC(=O)[O-])C(=O)O	['C00402']	-1
N[C@@H](CS)C(=O)[N-]CC(=O)[O-]	['C01419', 'C01419']	-2
C=C(C[C@H]([NH3+])C(=O)[O-])C([NH-])=O	['C01109']	-1
NCC(O)P(=O)([O-])O	['C05678']	-1
C[C@H](CN)OP(=O)([O-])O	['C04122']	-1
C=C(C[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	['C00651']	-1
C=C(C[C@H](N)C(=O)[O-])C(=O)[O-]	['C00651']	-2
CCC(O)(CC(=O)[O-])C(=O)O	['C02488', 'C02488']	-1
NCCCC(=O)N[C@@H](Cc1c[n-]cn1)C(=O)[O-]	['C00884']	-2
NC(CP(=O)([O-])O)C(=O)O	['C05672', 'C05672']	-1
O=C([O-])C[C@H]1C=CC(=O)O1	['C14610']	-1
[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-]	['C00506']	-1
N[C@@H]1CO[N-]C1=O	['C08057']	-1
O=C([O-])c1ccc[nH+]c1C(=O)[O-]	['C03722']	-1
O=C([O-])CCCCC(=O)C(=O)O	['C16588']	-1
CC1NC(=O)[N-]C1CCCCCC(=O)O	['C01909']	-1
CC1[N-]C(=O)NC1CCCCCC(=O)O	['C01909']	-1
[NH-]C(=O)[N-]CCCC[NH3+]	['C00436']	-1
O=C([O-])CCCC(=O)C(=O)O	['C00322']	-1
O=C([O-])/C=C/CCCCCCCCC(=O)O	['C16308']	-1
CC1NC(=O)NC1CCCCCC(=O)[O-]	['C01909']	-1
O=C([O-])[C@@H]1C[C@@H](O)C=N1	['C04281', 'C04281']	-1
O=C([O-])C[C@H](O)C(=O)O	['C00149', 'C00149']	-1
O=C([O-])C[C@@H](O)C(=O)O	['C00497', 'C00497']	-1
CCCC(C(=O)O)[C@H](O)C(=O)[O-]	['C02123']	-1
O=S(=O)([O-])c1ccc(O)c(O)c1	['C06674']	-1
O=C([O-])/C=C/c1cccc(O)c1	['C12621', 'C12621']	-1
C[C@H](C(=O)[O-])[C@H]([NH3+])C(=O)[O-]	['C03618']	-1
C=C(OP(=O)([O-])O)C(=O)[O-]	['C00074', 'C00074']	-2
[NH-]C(=O)N[C@H]([NH3+])C(=O)[O-]	['C02091']	-1
CC1(CC(=O)[O-])C=CC(=O)O1	['C04559']	-1
O=C([O-])/C=C/CCCCCCCCC(=O)[O-]	['C16308']	-2
CCC(C([NH-])=O)(C([NH-])=O)c1ccccc1	['C07499']	-2
C=C(C)[C@H](CCC(C)=O)CC(=O)[O-]	['C11405']	-1
C=C(C)[C@@H](CCC(C)=O)CC(=O)[O-]	['C11419']	-1
O=C([O-])/C=C\c1ccccc1O	['C05838', 'C05838']	-1
O=C([O-])/C=C/c1ccccc1O	['C01772', 'C01772']	-1
O=C([O-])CC1(F)C=CC(=O)O1	['C16476']	-1
C[C@H]1NCCc2c1[n-]c1ccccc21	['C09089']	-1
C[C@](O)(CC(=O)[O-])C(=O)O	['C02614', 'C02614']	-1
C[C@@](O)(CC(=O)[O-])C(=O)O	['C02612', 'C02612']	-1
NC(=O)NC(=O)[O-]	['C01010', 'C01010']	-1
CCC[C@](O)(CC(=O)[O-])C(=O)O	['C05994', 'C05994']	-1
CC(C)[C@H](C(=O)O)[C@@H](O)C(=O)[O-]	['C04411']	-1
C[C@H](C(=O)O)C(=O)C(=O)[O-]	['C06030']	-1
CC(=O)[N-][C@@H](CCCNC(N)=O)C(=O)O	['C15532']	-1
CC(/C=C\C(=O)C(=O)[O-])C(=O)O	['C07479']	-1
O=C([O-])C(O)Cc1c[nH+]c[n-]1	['C05568', 'C05568', 'C05568']	-1
C=C(C)[C@@H](CCC(C)O)CC(=O)[O-]	['C11417', 'C11417']	-1
C=C(C)[C@H](CCC(C)O)CC(=O)[O-]	['C11404', 'C11404']	-1
O=C(O)C[C@@H]1CC[C@@H](C(=O)[O-])N1	['C17366']	-1
O=C1CCCCCNC(=O)CCCCC[N-]1	['C04277']	-1
O=C([O-])CCC(=O)C(=O)[O-]	['C00026']	-2
CCC(C(=O)[O-])C(O)C(=O)O	['C01989', 'C01989']	-1
N[C@@H](C[S-])C(=O)[O-]	['C00097']	-2
N[C@H](C[S-])C(=O)[O-]	['C00793']	-2
CC(/C=C\C(=O)C(=O)[O-])C(=O)[O-]	['C07479']	-2
O=C([O-])CCCCCC(=O)C(=O)[O-]	['C16589']	-2
NCCc1c[n-]c2ccccc12	['C00398']	-1
O=C(O)CCCCC(=O)C(=O)[O-]	['C16588']	-1
O=C([O-])CCCCCCCCCCCCCCCO	['C18218', 'C18218']	-1
N[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)CO	['C03752', 'C03752', 'C03752', 'C03752', 'C03752']	-1
CC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	['C00235']	-2
C[C@H](C(=O)[O-])C(C)(O)C(=O)O	['C03652', 'C03652']	-1
Cc1ncsc1CCOP(=O)([O-])O	['C04327']	-1
NC(=O)N[C@H]1NC(=O)[N-]C1=O	['C02350']	-1
NC(=O)N[C@@H]1NC(=O)[N-]C1=O	['C02348']	-1
C[C@H](C(=O)[O-])[C@H](O)C(=O)O	['C06029', 'C06029']	-1
C[C@H](C(=O)[O-])[C@@H](O)C(=O)O	['C06032', 'C06032']	-1
C[C@@H](C(=O)[O-])[C@@H](O)C(=O)O	['C06031', 'C06031']	-1
N#CCC[N-]C(=O)CC[C@H](N)C(=O)O	['C06114']	-1
CC(=O)[N-]c1ccccc1C(=O)O	['C06332']	-1
O=CNC(=O)/C=C\C(=O)[O-]	['C18232']	-1
C=C(CC(=O)C(=O)[O-])C(=O)O	['C06035']	-1
O=C([O-])/C=C/c1c[nH]cn1	['C00785', 'C00785']	-1
O=C([O-])c1cccc(O)c1	['C00587', 'C00587']	-1
NC(=O)NC(=O)CC(=O)[O-]	['C15607']	-1
NCCCCCC(=O)NCCCCCC(=O)[O-]	['C01255']	-1
N[C@@H](CCSSCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	['C01817']	-1
O=C(O)CCCC(=O)C(=O)[O-]	['C00322']	-1
CP(=O)([O-])CC[C@H]([NH3+])C(=O)[O-]	['C04650']	-1
N=C(CC(=O)[O-])C(=O)O	['C05840']	-1
N[C@@H](CS)C(=O)[N-]CC(=O)O	['C01419']	-1
CSCCC(=O)C(=O)COP(=O)([O-])[O-]	['C15650']	-2
O=C(O)CC[C@@H](CO)C(=O)[O-]	['C16390']	-1
O=C([O-])[C@H](O)[C@@H](O)CO	['C01620', 'C01620', 'C01620', 'C01620']	-1
CC(/C=C\C(=O)C(=O)O)C(=O)[O-]	['C07479']	-1
C=C(Cl)C[C@H](N)C(=O)[O-]	['C04075']	-1
CSCCCCCC[C@H](N)C(=O)[O-]	['C17225']	-1
CC(C)[C@@](O)(CC(=O)[O-])C(=O)O	['C02504', 'C02504']	-1
O=C([O-])C1=CC(=O)[C@@H](O)[C@H](O)C1	['C02637', 'C02637', 'C02637']	-1
CC(C)[C@H](C(=O)O)C(=O)C(=O)[O-]	['C04236']	-1
N=C(N)NCC[C@@H](O)[C@@H](C(=O)[O-])N1CCC1=O	['C06657', 'C06657']	-1
CC(=O)N[C@@H](CCC[N-]C(N)=O)C(=O)[O-]	['C15532', 'C15532']	-2
CC(=O)N(O)CCCP(=O)([O-])O	['C17942']	-1
O=C([O-])c1ccccc1Cl	['C02357']	-1
C=C(C)CCOP(=O)([O-])OP(=O)([O-])O	['C00129']	-2
NC(=O)[N-]CC(F)C(=O)[O-]	['C16631', 'C16631']	-2
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)CO	['C00502', 'C00502', 'C00502', 'C00502', 'C00502']	-1
O=C([O-])[C@@H](O)[C@H](O)[C@H](O)CO	['C00878', 'C00878', 'C00878', 'C00878', 'C00878']	-1
