kegg_id	smiles	formal_charge
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)c(=O)n1	-1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1	1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1	-1
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1	-1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH+]1	-1
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)c(=O)n1	-2
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH+]1	-2
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH+]1	-1
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)c(=O)n1	-1
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)[nH+]1	-1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O2)c(=O)n1	-1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH+]1	1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)n1	-1
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH+]1	2
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)n1	-2
C00458	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)[nH+]1	-2
C00458	[NH3+]c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)[nH+]1	-1
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[nH]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[n-]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)[n-]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[nH]c1=O	-1
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[nH]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[nH]c1=O	-1
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[n-]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	-1
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O	-2
C00459	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[n-]c1=O	-1
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[n-]1	-1
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[n-]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[nH]1	-1
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)[n-]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O2)c(=O)[nH]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[nH]1	-1
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	-1
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[nH]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)(O)O)O2)c(=O)[n-]1	-2
C00460	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)[nH]1	-2
C00463	c1ccc2[n-]ccc2c1	-1
C00475	[NH3+]c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH+]1	2
C00475	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH+]1	1
C00475	[NH3+]c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	1
C00482	COc1cc(/C=C/C(=O)[O-])cc(OC)c1O	-1
C00483	[NH3+]CCc1ccc(O)cc1	1
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)[N-]C1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)[O-])c2C)NC1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O)c2C)NC1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O)c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)[O-])c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)[O-])c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O)c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)[N-]C1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)[N-]C1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O)c2C)[N-]C1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)[O-])c2C)[N-]C1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)[O-])c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)[N-]C1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O)c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O	-2
C00486	C=CC1=C(C)/C(=C/c2[n-]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-1
C00486	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[n-]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	-2
C00487	C[N+](C)(C)CC(O)CC(=O)O	1
C00488	[NH-]C=O	-1
C00489	O=C([O-])CCCC(=O)O	-1
C00489	O=C([O-])CCCC(=O)[O-]	-2
C00490	C=C(CC(=O)O)C(=O)[O-]	-1
C00490	C=C(CC(=O)[O-])C(=O)[O-]	-2
C00490	C=C(CC(=O)[O-])C(=O)O	-1
C00491	N[C@@H](CSSC[C@H]([NH3+])C(=O)O)C(=O)O	1
C00491	[NH3+][C@@H](CSSC[C@H]([NH3+])C(=O)O)C(=O)O	2
C00491	N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)[O-]	-1
C00491	N[C@@H](CSSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	-1
C00491	[NH3+][C@@H](CSSC[C@H]([NH3+])C(=O)O)C(=O)[O-]	1
C00491	N[C@@H](CSSC[C@H](N)C(=O)[O-])C(=O)[O-]	-2
C00493	O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1	-1
C00497	O=C(O)C[C@@H](O)C(=O)[O-]	-1
C00497	O=C([O-])C[C@@H](O)C(=O)O	-1
C00497	O=C([O-])C[C@@H](O)C(=O)[O-]	-2
C00499	[NH-]C(=O)NC(NC(N)=O)C(=O)O	-1
C00499	[NH-]C(=O)[N-]C(NC(N)=O)C(=O)O	-2
C00499	[NH-]C(=O)NC(NC([NH-])=O)C(=O)O	-2
C00499	NC(=O)NC(NC(N)=O)C(=O)[O-]	-1
C00499	NC(=O)[N-]C(NC(N)=O)C(=O)[O-]	-2
C00499	NC(=O)[N-]C([N-]C(N)=O)C(=O)O	-2
C00499	[NH-]C(=O)NC([N-]C(N)=O)C(=O)O	-2
C00499	NC(=O)[N-]C(NC(N)=O)C(=O)O	-1
C00499	[NH-]C(=O)NC(NC(N)=O)C(=O)[O-]	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)[N-]C1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)O)=C2C)NC1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O	-1
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)O)=C2C)[N-]C1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O	-1
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)[N-]C1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)[O-])=C2C)NC1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[n-]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)[O-])=C2C)NC1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)[O-])=C2C)[N-]C1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)[N-]C1=O	-1
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)[O-])=C2C)NC1=O	-1
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)O)=C2C)NC1=O	-1
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)O)=C2C)NC1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O	-2
C00500	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[n-]c(/C=C4\[N-]C(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O	-2
C00502	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)CO	-1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)c[nH+]c2[nH+]1	-1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)cnc2[nH+]1	-1
C00504	[NH3+]c1nc2[nH+]cc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	[NH3+]c1nc2[nH+]cc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)c[nH+]c2[nH+]1	2
C00504	[NH3+]c1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)cnc2[nH+]1	-1
C00504	[NH3+]c1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	2
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)cnc2[nH+]1	-2
C00504	[NH3+]c1nc2[nH+]cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)c[nH+]c2[nH+]1	2
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH+]c2[nH+]1	1
C00504	Nc1nc2[nH+]cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	Nc1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1nc2[nH+]cc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	2
C00504	Nc1nc2ncc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	Nc1nc2[nH+]cc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	Nc1nc2[nH+]cc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-2
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	Nc1nc2ncc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-2
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-2
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	2
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)c[nH+]c2[nH+]1	-1
C00504	[NH3+]c1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1	1
C00504	Nc1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2ncc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	[NH3+]c1nc2ncc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1nc2ncc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	Nc1nc2ncc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-2
C00504	Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	1
C00504	[NH3+]c1nc2[nH+]cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	Nc1nc2ncc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1	2
C00504	[NH3+]c1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)cnc2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1	-1
C00504	Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-2
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	Nc1nc2[nH+]cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2ncc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-1
C00504	Nc1nc2[nH+]cc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)cnc2[nH+]1	-1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH+]c2[nH+]1	-1
C00504	Nc1[n-]c(=O)c2nc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	2
C00504	[NH3+]c1nc2ncc(C[NH2+]c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[n-]1	1
C00504	[NH3+]c1nc2ncc(C[NH2+]c3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)[O-])cc3)nc2c(=O)[n-]1	-1
C00504	Nc1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH+]c2[nH+]1	-1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)cnc2[nH+]1	-1
C00504	[NH3+]c1nc2ncc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)O)cc3)nc2c(=O)[n-]1	-2
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)O)C(=O)O)cc3)c[nH+]c2[nH+]1	1
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)[N-][C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH+]1	-2
C00504	[NH3+]c1[n-]c(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1	1
