kegg_id	smiles	formal_charge
C09822	O=C([O-])C1CCCCC1	-1
C09823	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)[N-]CCSC(=O)C1CCCCC1	-1
C09823	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O)[C@@H](O)C(=O)NCCC(=O)[N-]CCSC(=O)C1CCCCC1	-2
C09823	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)[N-]CCC(=O)[N-]CCSC(=O)C1CCCCC1	-2
C09823	CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)[N-]CCSC(=O)C1CCCCC1	-2
C09823	CC(C)(COP(=O)(O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)[N-]CCSC(=O)C1CCCCC1	-2
C09910	Cc1c[nH+]cc2c1CC[C@@H]2C	1
C09943	CC(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@@H]1CC[C@@H]3C[NH+](C)[C@H]2[C@@]31C	1
C09945	C[C@H]1CC[C@H]2[C@H](C)CC[C@@H](c3ccoc3)[NH+]2C1	1
C09955	C[C@@H]1Cc2c(Cl)cc(C(=O)[N-][C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	-1
C09955	C[C@@H]1Cc2c(Cl)cc(C(=O)[N-][C@@H](Cc3ccccc3)C(=O)[O-])c(O)c2C(=O)O1	-2
C09955	C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)[O-])c(O)c2C(=O)O1	-1
C09987	C[C@@H]1C[NH+](C)C[C@@H]2[C@@H]1CC[C@@H]2C	1
C09990	C[C@@H]1CC[C@@H](c2ccoc2)N2C[C@]3(CC[C@@H]12)C[C@]1(CC[C@H]2[C@H](C)CC[C@@H](c4ccoc4)[NH+]2C1)CS3	1
C09990	C[C@@H]1CC[C@@H](c2ccoc2)N2C[C@@]3(CC[C@@H]12)CS[C@@]1(CC[C@H]2[C@H](C)CC[C@@H](c4ccoc4)[NH+]2C1)C3	1
C09990	C[C@@H]1CC[C@@H](c2ccoc2)[NH+]2C[C@@]3(CC[C@@H]12)CS[C@@]1(CC[C@H]2[C@H](C)CC[C@@H](c4ccoc4)[NH+]2C1)C3	2
C10126	C1=CC[C@@H](c2ccc[nH+]c2)NC1	1
C10126	C1=CC[C@@H](c2ccc[nH+]c2)[NH2+]C1	2
C10126	C1=CC[C@@H](c2cccnc2)[NH2+]C1	1
C10157	C[NH+]1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1	1
C10164	O=C(O)c1cccc[nH+]1	1
C10164	O=C([O-])c1ccccn1	-1
C10165	C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1	1
C10171	C[NH+]1CCCC[C@H]1C[C@H](O)c1ccccc1	1
C10173	O[C@H]1[C@H]2[C@H](O)CCC[NH+]2C[C@H]1O	1
C10434	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)[O-])=C[C@@H](O)[C@H]1O	-1
C10447	O=C([O-])CCc1ccc(O)c(O)c1	-1
C10497	COc1cc(/C=C/C(=O)NCCCC[NH3+])ccc1O	1
C10497	COc1cc(/C=C/C(=O)[N-]CCCCN)ccc1O	-1
C10641	CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)[n-]c2ccccc2c1=O	-1
C10660	COc1c2ccccc2[nH+]c2occc12	1
C10733	O[C@@H]1CCN2Cc3ccccc3[NH+]=C12	1
C10740	COc1ccc2c(OC)c3ccoc3[nH+]c2c1OC	1
C10763	O=c1cccc2n1C[C@@H]1C[NH2+]C[C@H]2C1	1
C10772	O=C1CCC[C@@H]2[C@H]3C[C@@H](C[NH+]12)[C@@H]1CCCCN1C3	1
C10772	O=C1CCC[C@@H]2[C@H]3C[C@@H](C[NH+]12)[C@@H]1CCCC[NH+]1C3	2
C10772	O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCC[NH+]1C3	1
C10773	OC[C@@H]1CCC[NH+]2CCCC[C@H]12	1
C10783	C1CC[NH+]2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1	1
C10783	C1CCN2C[C@@H]3C[C@@H](C[NH+]4CCCC[C@@H]34)[C@H]2C1	1
C10783	C1CC[NH+]2C[C@@H]3C[C@@H](C[NH+]4CCCC[C@@H]34)[C@H]2C1	2
C10784	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c(C(=O)[O-])c1O	-1
C10811	CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)C[NH2+][C@H]1[C@H]2C	1
C10822	C[C@@H]1CC[C@@]2([NH2+]C1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C	1
C10826	C[C@H]1CC[C@]2([NH2+]C1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C	1
C10829	Cc1c([C@H](C)[C@@H]2[NH2+]C[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C	1
C10833	COc1cc(C(=O)[O-])cc(OC)c1O	-1
C10850	O[C@@H]1CC2CCC(O)([NH2+]2)[C@@H]1O	1
C10858	C[NH+]1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2	1
C10858	CN1C2CCC1[C@@H](C(=O)[O-])[C@@H](O)C2	-1
C10860	C[NH+]1C2CCC1CC(OC(=O)[C@H](O)Cc1ccccc1)C2	1
C10865	C[NH+]1C2CCCC1CC(=O)C2	1
C10998	[NH3+]c1ccc(-c2ccccc2)cc1	1
C11004	Cc1cccc(C)c1[NH3+]	1
C11038	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)cc1CO	1
C11038	[NH3+]c1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)cc1CO	-1
C11038	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-2
C11038	[NH3+]c1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	1
C11038	[NH3+]c1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)O)O2)cc1CO	1
C11038	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-1
C11038	Nc1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)cc1CO	-2
C11038	Nc1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-1
C11038	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)O)O2)cc1CO	-1
C11038	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)cc1CO	-2
C11038	Nc1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-1
C11038	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-2
C11038	[NH3+]c1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)cc1CO	2
C11038	Nc1[nH+]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)cc1CO	1
C11038	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-1
C11038	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-1
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)cc1CO	-2
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-2
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-1
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-2
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-2
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O2)cc1CO	-1
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])[O-])O2)cc1CO	-2
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1CO	1
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)(O)O)O2)cc1CO	-1
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-1
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-2
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-1
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-2
C11039	[NH3+]c1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)O2)cc1CO	-1
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O2)cc1CO	-1
C11045	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@@H](N)CC(=O)O	-1
C11045	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@@H]([NH3+])CC(=O)[O-]	-1
C11045	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CC(=O)O	1
C11045	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)[O-]	-1
C11045	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@@H](N)CC(=O)[O-]	-2
C11061	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1	-1
C11062	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)[N-]CCC(=O)[N-]CCSC(=O)CCCO	-2
C11130	O=C1[N-]c2ccccc2C1O	-1
C11131	COc1cc2c(cc1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	-1
C11132	COc1cc2c(cc1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	-1
C11133	C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O	-1
C11134	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O	-1
C11135	C[C@]12CC[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	-1
C11136	C[C@]12CC[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	-1
C11143	C[S+](C)O	1
C11145	CS(=O)(=O)[O-]	-1
C11149	O=C([O-])C(Cl)Cl	-1
C11150	O=C([O-])C(Cl)(Cl)Cl	-1
C11158	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3[nH+]c2-1	1
C11158	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C[NH+](C)C)c(O)ccc3[nH+]c2-1	2
C11158	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C[NH+](C)C)c(O)ccc3nc2-1	1
C11173	CCc1c2c([nH+]c3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	1
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)[N-]C(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)[N-]C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11218	CC(C)C[C@@H]1[N-]C(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O	-2
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11218	CC(C)C[C@@H]1[N-]C(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-1
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)[N-]C(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)[N-]C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)[N-]C1=O	-2
C11221	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)[N-]C=O	-2
C11221	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@H](CC(C)C)[N-]C(=O)[C@H](CCSC)NC=O	-2
C11221	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[N-]C(=O)[C@H](CCSC)NC=O	-1
C11221	COC(=O)[C@H](Cc1ccccc1)[N-]C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC=O	-1
C11221	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[N-]C(=O)[C@H](CCSC)[N-]C=O	-2
C11221	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)[N-]C=O	-1
C11231	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H]([N-]C(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C	-1
C11245	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O	-1
C11250	C[NH2+]C1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21	1
C11277	[NH3+]c1nc[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])O	2
C11277	[NH3+]c1ncnc2c1ncn2CCOCP(=O)([O-])[O-]	-1
C11277	[NH3+]c1nc[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])[O-]	1
C11277	Nc1[nH+]cnc2c1[nH+]cn2CCOCP(=O)([O-])O	1
C11277	[NH3+]c1[nH+]cnc2c1ncn2CCOCP(=O)([O-])O	1
C11277	Nc1nc[nH+]c2c1ncn2CCOCP(=O)(O)O	1
C11277	Nc1ncnc2c1[nH+]cn2CCOCP(=O)(O)O	1
C11277	Nc1ncnc2c1ncn2CCOCP(=O)([O-])O	-1
C11277	Nc1[nH+]cnc2c1[nH+]cn2CCOCP(=O)(O)O	2
C11277	[NH3+]c1[nH+]cnc2c1[nH+]cn2CCOCP(=O)([O-])[O-]	1
C11277	[NH3+]c1[nH+]c[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])[O-]	2
C11277	[NH3+]c1ncnc2c1ncn2CCOCP(=O)(O)O	1
C11277	[NH3+]c1nc[nH+]c2c1ncn2CCOCP(=O)(O)O	2
C11277	Nc1[nH+]c[nH+]c2c1ncn2CCOCP(=O)([O-])O	1
C11277	Nc1ncnc2c1[nH+]cn2CCOCP(=O)([O-])[O-]	-1
C11277	[NH3+]c1[nH+]c[nH+]c2c1ncn2CCOCP(=O)([O-])O	2
C11277	Nc1nc[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])O	1
C11277	[NH3+]c1[nH+]c[nH+]c2c1ncn2CCOCP(=O)([O-])[O-]	1
C11277	Nc1[nH+]c[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])[O-]	1
C11277	Nc1[nH+]cnc2c1ncn2CCOCP(=O)([O-])[O-]	-1
C11277	Nc1[nH+]cnc2c1ncn2CCOCP(=O)(O)O	1
C11277	[NH3+]c1ncnc2c1[nH+]cn2CCOCP(=O)(O)O	2
C11277	[NH3+]c1[nH+]cnc2c1[nH+]cn2CCOCP(=O)([O-])O	2
C11277	[NH3+]c1[nH+]cnc2c1ncn2CCOCP(=O)(O)O	2
C11277	Nc1nc[nH+]c2c1ncn2CCOCP(=O)([O-])[O-]	-1
C11277	[NH3+]c1nc[nH+]c2c1ncn2CCOCP(=O)([O-])O	1
C11277	Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-]	-2
C11277	[NH3+]c1ncnc2c1[nH+]cn2CCOCP(=O)([O-])O	1
C11277	Nc1[nH+]c[nH+]c2c1[nH+]cn2CCOCP(=O)([O-])O	2
C11277	Nc1nc[nH+]c2c1[nH+]cn2CCOCP(=O)(O)O	2
C11277	Nc1[nH+]c[nH+]c2c1ncn2CCOCP(=O)(O)O	2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)[O-])C(=O)NCC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)O)C(=O)NCC(=O)[O-])[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)[N-]CC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC(N)C(=O)O)C(=O)NCC(=O)[O-])[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)[N-]CC(=O)[O-])[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)[O-])C(=O)[N-]CC(=O)O)[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)[N-]CC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)[O-])[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)O)C(=O)[N-]CC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC([NH3+])C(=O)O)C(=O)[N-]CC(=O)[O-])[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC(N)C(=O)[O-])C(=O)NCC(=O)O)[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC([NH3+])C(=O)O)C(=O)NCC(=O)O)[C@@H]1O	1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)[O-])C(=O)[N-]CC(=O)O)[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC(N)C(=O)O)C(=O)[N-]CC(=O)O)[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)O)[C@@H]1O	-1
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)[N-]CC(=O)[O-])[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)O)C(=O)[N-]CC(=O)[O-])[C@@H]1O	-2
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC([N-]C(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H]1O	-2
C11310	C[n+]1ccc(-c2ccccc2)cc1	1
C11351	N=C(N)N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-]	-2
C11351	NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O	2
C11351	NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O	1
C11351	NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])O	1
C11351	N=C(N)N[C@@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-]	-1
C11351	NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-]	-1
C11351	N=C(N)N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])O	-1
C11351	N=C(N)N[C@@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O	1
C11355	C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1N)C(=O)[O-]	-2
C11355	C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1N)C(=O)[O-]	-1
C11355	C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1[NH3+])C(=O)[O-]	-1
C11355	C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1N)C(=O)O	-1
C11355	C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1[NH3+])C(=O)O	1
