smiles	kegg_id	formal_charge
CC(N/C(=N/c1cc[nH+]cc1)NC#N)C(C)(C)C	['C13729']	1
NC(=O)c1ccc[nH+]c1	['C00153']	1
C[NH2+]C[C@H](O)c1ccc(O)c(O)c1	['C00788']	1
NCCCC[NH2+]CCC(N)C(=O)O	['C18172']	1
Cc1cccc(C)c1NC(=O)C[NH3+]	['C16569']	1
CC[NH+](CC)CC(=O)Nc1c(C)ccc(O)c1C	['C16560']	1
CC(C)=CC[NH2+]c1ncnc2[nH]cnc12	['C04083']	1
CC(=O)OCC[C@H]([NH3+])C(=O)O	['C01077']	1
Nc1nc([NH3+])nc([NH3+])n1	['C08737']	2
C[C@@H]([NH3+])C(=O)N[C@H](C)C(=O)O	['C00993']	1
CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1	['C09023']	1
COc1ccc2[nH]cc(CC[NH3+])c2c1	['C05659']	1
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[nH+]cn1C	['C07474']	1
C[NH+](C)CCc1c[nH]c2cccc(O)c12	['C08312']	1
NC(CC[NH2+]CCCC[NH3+])C(=O)O	['C18172']	2
O=C(O)CCC1NC=[NH+]C1=O	['C03680']	1
O=C(O)CC1NC=[NH+]C1=O	['C05133']	1
Oc1ccc(O)c(O)[nH+]1	['C03458']	1
CCNc1nc(NC(C)C)nc(O)[nH+]1	['C06552']	1
Cc1[nH+]cc2c(c1O)COC2=O	['C06052']	1
[NH3+][C@H](CO)Cc1c[nH]cn1	['C00860', 'C00860']	1
[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)O	['C00355']	1
NC(=O)CC[C@H]([NH3+])C(=O)O	['C00064']	1
NC(=O)CC[C@@H]([NH3+])C(=O)O	['C00819']	1
C[NH+]1CCC=C1c1ccc(O)[nH+]c1O	['C16151']	2
C[NH+]1CCC=C1c1ccc(=O)[nH]c1O	['C16151']	1
C[NH+]1C2CCCC1CC(=O)C2	['C10865']	1
Cc1cc2[nH]c[nH+]c2cc1C	['C03114']	1
Cc1[nH+]cc2c(c1O)C(=O)OC2	['C00971']	1
O=C(O)[C@@H]1CC[C@H]2CC(=O)[NH+]21	['C17367']	1
NC(=O)NCCCC[NH3+]	['C00436']	1
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C	['C02571']	1
[NH3+]c1ccc(/N=N/c2ccccc2)c([NH3+])c1	['C14617']	2
CC[NH2+]c1nc(O)nc(=O)[nH]1	['C06558']	1
Cc1c[nH]c(=O)[nH+]c1N	['C02376']	1
Oc1ccc2[nH+]ccc(O)c2c1	['C05639']	1
CC[NH2+]c1nc(=O)nc(O)[nH]1	['C06558']	1
CC[NH2+]CC(=O)Nc1c(C)ccc(O)c1C	['C16572']	1
C[NH+]1CCC=C1c1ccc(O)[nH]c1=O	['C16151']	1
CCNc1nc(N)[nH+]c(O)n1	['C06557']	1
CCNc1nc(O)nc(N)[nH+]1	['C06557']	1
CC(C)[NH2+]c1nc(O)nc(=O)[nH]1	['C06553']	1
CC(C)[NH2+]c1nc(=O)nc(O)[nH]1	['C06553']	1
Nc1nc(N)[nH+]c(NC2CC2)n1	['C14147']	1
C1CN1c1nc(N2CC2)[nH+]c([NH+]2CC2)n1	['C07642']	2
NC(=[NH2+])NCC(=O)O	['C00581']	1
CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1	['C07056']	1
CCNc1nc(O)[nH+]c(NC(C)C)n1	['C06552']	1
N=C(N)NCCCC[NH3+]	['C00179']	1
NC(=[NH2+])NCCc1c[n-]c[nH+]1	['C07454']	1
C[C@]12[NH2+][C@H](Cc3ccccc31)c1ccccc12	['C13737']	1
Nc1nc(NC2CC2)nc(N)[nH+]1	['C14147']	1
C[NH2+]CCc1c[nH]c2ccc(O)cc12	['C06212']	1
C1CN1c1nc([NH+]2CC2)nc(N2CC2)[nH+]1	['C07642']	2
[NH3+]c1nc(O)nc(=O)[nH]1	['C08734']	1
[NH3+]c1nc(=O)nc(O)[nH]1	['C08734']	1
COc1ccc2c3c([nH]c2c1)[C@@H](C)[NH2+]CC3	['C09243']	1
Nc1nc(N)nc([NH3+])n1	['C08737']	1
C1CN1c1nc(N2CC2)[nH+]c(N2CC2)n1	['C07642']	1
CC[NH2+]c1nc(NC(C)C)[nH]c(=O)n1	['C06552']	1
C=C(C[C@H]([NH3+])C(=O)O)C(N)=O	['C01109']	1
Oc1cc[nH+]c2c(O)cccc12	['C05637']	1
O=c1nc(O)[nH]c([NH2+]C2CC2)n1	['C14149']	1
Cn1c[nH+]cc1C[C@H]([NH3+])C(=O)O	['C01152']	2
COc1ccc(C[NH2+]CCc2ccc(O)cc2)cc1O	['C16702']	1
CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO	['C02934']	1
Oc1ccc2c(c1)C=Cc1ccccc1[NH2+]2	['C16604']	1
CCNc1nc(N)nc(O)[nH+]1	['C06557']	1
C/C=C1/[NH+](C)C(C)CC1(c1ccccc1)c1ccccc1	['C16659']	1
CCNc1nc(O)nc(O)[nH+]1	['C06558']	1
Nc1cc([NH3+])ccc1/N=N/c1ccccc1	['C14617']	1
[NH3+]C[C@H](O)c1ccc(O)c(O)c1	['C00547']	1
NC(=[NH2+])NCCCC[NH3+]	['C00179']	2
Nc1nc(O)nc(NC2CC2)[nH+]1	['C14148']	1
