smiles	cation	anion	name	cas	url
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]	[Li+]	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Lithium bis(trifluoromethylsulfonyl)imide in water	90076-65-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0046
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]	[Li+]	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Lithium bis(trifluoromethylsulfonyl)imide	90076-65-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/triflic-acid-derivatives/ki-0001-hp
N#C[N-]C#N.[Li+]	[Li+]	N#C[N-]C#N	Lithium dicyanamide, 99 %	195199-57-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0054-hp
[I-].[Li+]	[Li+]	[I-]	Lithium iodide	10377-51-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/iolitive-pve-0007
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Mg+2]	[Mg+2]	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Magnesium bis(trifluoromethylsulfonyl)imide	133395-16-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0057-hp
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Methyltrioctylammonium bis(trifluoromethylsulfonyl)imide	375395-33-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0017-hp
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC	O=S(=O)([O-])C(F)(F)F	Methyltrioctylammonium triflate	121107-18-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0118-hp
CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC.COC(=O)[O-]	CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC	COC(=O)[O-]	Methyltrioctylphosphonium methylcarbonate in MeOH	1204316-79-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0031-sg
CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[N+](C)(CC)CCOC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	N,N-Diethyl-N-methyl-N-(2-methoxyethyl) ammonium bis(trifluoromethylsulfonyl)-imide	464927-84-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0116-hp
CC[N+](C)(CC)CCOC.F[B-](F)(F)F	CC[N+](C)(CC)CCOC	F[B-](F)(F)F	N,N-Diethyl-N-methyl-N-(2-methoxyethyl) ammonium tetrafluoroborate	464927-72-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0123-hp
CCC[NH+](C)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	CCC[NH+](C)CC	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	N-Ethyl-N-methyl-N-propylammonium perfluorobutanesulfonate	1186599-90-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0338-hp
C=C(C)C(=O)OCC[N+](C)(C)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C=C(C)C(=O)OCC[N+](C)(C)CCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	N-[2-(Methacryloyloxy)ethyl]-N,N-dimethylbutylammonium bis(trifluoromethylsulfonyl)imide	1616483-28-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0363-hp
F[P-](F)(F)(F)(F)F.[K+]	[K+]	F[P-](F)(F)(F)(F)F	Potassium hexafluorophosphate	17084-13-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0031-hp
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]	[K+]	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Potassium perfluorobutane sulfonate	29420-49-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/perfluorobutane-sulfonic-acid-derivatives/ki-0044-hp
N#C[B-](C#N)(C#N)C#N.[K+]	[K+]	N#C[B-](C#N)(C#N)C#N	Potassium tetracyanoborat	261356-49-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0068-hp
F[B-](F)(F)F.[K+]	[K+]	F[B-](F)(F)F	Potassium tetrafluoroborate	14075-53-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0042-hp
CCCCn1cc[n+](C)c1.[Al+3].[Cl-].[Cl-].[Cl-].[Cl-]	[Al+3]	[Cl-]	Ready-to use electrolyte based on 1-Butyl-3-methylimidazolium chloride	80432-09-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/ep-0004-hp
N#C[N-]C#N.[Na+]	[Na+]	N#C[N-]C#N	Sodium dicyanamide	1934-75-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0015-sg
F[B-](F)(F)F.[Na+]	[Na+]	F[B-](F)(F)F	Sodium tetrafluoroborate	13755-29-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0025-hp
N#C[C-](C#N)C#N.[Na+]	[Na+]	N#C[C-](C#N)C#N	Sodium tricyanomethanide	36603-80-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0049-sg
CC(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC	CCCC[P+](CCCC)(CCCC)CCCC	CC(=O)[O-]	Tetrabutylphosphonium acetate	30345-49-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0046-hp
CCCC[P+](CCCC)(CCCC)CCCC.[Br-]	CCCC[P+](CCCC)(CCCC)CCCC	[Br-]	Tetrabutylphosphonium bromide	3115-68-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0014-tg
CCCC[P+](CCCC)(CCCC)CCCC.[Br-]	CCCC[P+](CCCC)(CCCC)CCCC	[Br-]	Tetrabutylphosphonium bromide in water	3115-68-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0014-lg
CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]	CCCC[P+](CCCC)(CCCC)CCCC	[Cl-]	Tetrabutylphosphonium chloride	2304-30-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0015-tg
CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]	CCCC[P+](CCCC)(CCCC)CCCC	[Cl-]	Tetrabutylphosphonium chloride in methanol	2304-30-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0015-lg
CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)C(F)F	CC[N+](CC)(CC)CC	O=S(=O)([O-])C(F)(F)C(F)F	Tetraethylammonium 1,1,2,2-tetrafluoroethanesulfonate	3032953-07-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0238-sg
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[N+](CC)(CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Tetraethylammonium bis(trifluoromethylsulfonyl)imide	161401-26-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0335-hp
CC[N+](CC)(CC)CC.F[B-](F)(F)F	CC[N+](CC)(CC)CC	F[B-](F)(F)F	Tetraethylammonium Tetrafluoroborate	429-06-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0348-hp
CC[N+](CC)(CC)CC.F[B-](F)(F)F	CC[N+](CC)(CC)CC	F[B-](F)(F)F	Tetraethylammonium Tetrafluoroborate	429-06-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0348
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-]	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC	[Br-]	Tetraoctylphosphonium bromide	23906-97-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0016-tg
CCCC[N+](C)(CCCC)CCCC.O=S(=O)(F)[N-]S(=O)(=O)F	CCCC[N+](C)(CCCC)CCCC	O=S(=O)(F)[N-]S(=O)(=O)F	Tributylmethylammonium bis(fluorosulfonyl)imide	1425637-15-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0346-hp
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCC[N+](C)(CCCC)CCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Tributylmethylammonium bis(trifluoromethylsulfonyl)imide	405514-94-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0117-hp
CCCC[P+](C)(CCCC)CCCC.O=S(=O)(F)[N-]S(=O)(=O)F	CCCC[P+](C)(CCCC)CCCC	O=S(=O)(F)[N-]S(=O)(=O)F	Tributylmethylphosphonium bis(fluorosulfonyl)imide	2253137-97-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0045-hp
CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCC[P+](C)(CCCC)CCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Tributylmethylphosphonium bis(trifluoromethylsulfonyl)imide	324575-10-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0037-hp
CCCC[P+](C)(CCCC)CCCC.COC(=O)[O-]	CCCC[P+](C)(CCCC)CCCC	COC(=O)[O-]	Tributylmethylphosphonium methylcarbonate in MeOH	120256-45-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0030-sg
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-]	CCCC[P+](C)(CCCC)CCCC	COS(=O)(=O)[O-]	Tributylmethylphosphonium methylsulfate	69056-62-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0013-tg
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	[Cl-]	Tributyltetradecylphosphonium chloride	81741-28-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0017-tg
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	[Cl-]	Tributyltetradecylphosphonium chloride   (50% solution in water)	81741-28-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0017-sg
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1	Tributyltetradecylphosphonium dodecylbenzenesulfonate	170695-05-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0019-tg
CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[NH+](CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Triethylammonium bis(trifluoromethylsulfonyl)imide	...	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0355-hp
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCC[N+](CC)(CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Triethyloctylammonium bis(trifluoromethylsulfonyl)imide	210230-48-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0328-hp
CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCC[N+](CC)(CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Triethylpentylammonium bis(trifluoromethylsulfonyl)imide	906478-91-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0350-hp
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[S+](CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Triethylsulfonium bis(trifluoromethylsulfonyl)imide	321746-49-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/sulfonium-based/il-0030-hp
CC[S+](CC)CC.[I-]	CC[S+](CC)CC	[I-]	Triethylsulfonium iodide	1829-92-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/sulfonium-based/il-0258-hp
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C	Trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate	465527-58-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0009-tg
CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC	Trihexyltetradecylphosphonium bis(2-ethylhexyl)phosphate	1092655-30-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0036-hp
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)(F)[N-]S(=O)(=O)F	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	O=S(=O)(F)[N-]S(=O)(=O)F	Trihexyltetradecylphosphonium bis(fluorosulfonyl)imide	2253165-55-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0044-hp
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Trihexyltetradecylphosphonium bis(nonafluorobutanesulfonyl)imide	1256247-32-1 	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0047-hp
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Trihexyltetradecylphosphonium bis(trifluoromethylsulfonyl)imide	460092-03-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0021-hp
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-]	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	[Br-]	Trihexyltetradecylphosphonium bromide	654057-97-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0007-tg
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-]	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	[Cl-]	Trihexyltetradecylphosphonium chloride	258864-54-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0006-tg
CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	CCCCCCCCCC(=O)[O-]	Trihexyltetradecylphosphonium decanoate	465527-65-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0008-tg
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CN=C=[N-]	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	N#CN=C=[N-]	Trihexyltetradecylphosphonium dicyanamide	701921-71-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0010-tg
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	F[P-](F)(F)(F)(F)F	Trihexyltetradecylphosphonium hexafluorophosphate	374683-44-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0012-tg
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CC(=C=[N-])C#N	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	N#CC(=C=[N-])C#N	Trihexyltetradecylphosphonium tricyanomethanide	855788-60-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0038-hp
C[S+](C)C.[I-]	C[S+](C)C	[I-]	Trimethylsulfonium iodide	2181-42-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/sulfonium-based/il-0259-hp
CC(=O)[O-].CC(=O)[O-].[Zn+2]	[Zn+2]	CC(=O)[O-]	Zinc acetate	557-34-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0064-hp
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2]	[Zn+2]	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Zinc bis(trifluoromethylsulfonyl)imide	168106-25-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0062-hp
CS(=O)(=O)[O-].CS(=O)(=O)[O-].[Zn+2]	[Zn+2]	CS(=O)(=O)[O-]	Zinc methansulfonate	33684-80-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/iolilyte-zbe-0200
O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Zn+2]	[Zn+2]	O=S(=O)([O-])C(F)(F)F	Zinc trifluoromethanesulfonate	54010-75-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0063-hp
O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Zn+2]	[Zn+2]	O=S(=O)([O-])C(F)(F)F	Zinc trifluoromethansulfonate	54010-75-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/iolilyte-zbe-0100
