entry	smiles
C03557	NCCP(=O)(O)O
C03561	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C03564	O=C(O)C1=NCCC1
C03567	O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1O
C03569	Oc1ccccc1-c1cccc(O)c1O
C03572	O=C(O)/C=C\C=C(\Cl)C(=O)O
C03574	O=CNc1ccccc1C=O
C03576	O=S(=O)(O)CCS
C03577	N[C@@H](CS[C@H](/C=C/C=C/C=C\C/C=C\CCCCCO)[C@@H](O)CCCC(=O)O)C(=O)O
C03579	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
C03582	Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
C03585	O=C(O)/C=C\C(Cl)=C/C(=O)O
C03586	O=C(O)CC1=CCC(=O)O1
C03589	CC(O)CC(=O)C(=O)O
C03590	O=C(O)C(=O)c1ccc(O)cc1
C03594	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C03595	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C03598	C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)C[C@@H]1O
C03599	C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@@H](O)C[C@@H]1O
C03614	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
C03618	C[C@H](C(=O)O)[C@H](N)C(=O)O
C03619	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
C03621	CC(=O)ONc1ccc(-c2ccccc2)cc1
C03622	ONc1ccc(-c2ccccc2)cc1
C03640	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C
C03642	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
C03646	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O)C(=O)O)C(=O)O
C03648	Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1
C03652	C[C@H](C(=O)O)C(C)(O)C(=O)O
C03656	C[C@H](N)CC(=O)CC(=O)O
C03657	O=C(O)c1cc(O)c2ccccc2c1O
C03659	CO[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
C03660	CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
C03664	O=C(O)COc1ccc(Cl)cc1Cl
C03671	O=C(O)c1cc(C(=O)O)oc(=O)c1
C03676	O=C(O)/C=C\C(O)=C/C(=O)O
C03677	C/C=C1/C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
C03680	O=C(O)CCC1NC=NC1=O
C03681	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C03683	O=c1c2c(O)cccc2oc2c3c(cc(O)c12)O[C@H]1OC=C[C@@H]31
C03684	CC(=O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1
C03686	COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OC=C[C@@H]41
C03690	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
C03691	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@]3(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO)[C@H]([C@H](O)[C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1
C03719	O/N=C(\S)Cc1ccccc1
C03722	O=C(O)c1cccnc1C(=O)O
C03724	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)o1
C03733	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
C03739	O[C@@H]1CCCC[C@H]1O
C03741	N[C@H](C=O)CCC(=O)O
C03742	N#C[C@@H](O)c1ccc(O)cc1
C03747	CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C
C03752	N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO
C03758	NCCc1ccc(O)c(O)c1
C03765	O=CCc1ccc(O)cc1
C03767	O=C1CCC(C(=O)O)CC1
C03771	N=C(N)NCCCC(=O)C(=O)O
C03772	C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C03785	O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@H]1O
C03793	C[N+](C)(C)CCCC[C@H](N)C(=O)[O-]
C03794	O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
C03824	N/C(=C/C=C\C=O)C(=O)O
C03826	O=C(O)C(=O)C[C@H](O)CO
C03827	C[C@H](O)[C@@H](O)CC(=O)C(=O)O
C03838	NCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C03845	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3
C03852	C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
C03862	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C03871	N[C@@H](CCCC(=O)C(=O)O)C(=O)O
C03872	NCCOP(=O)(O)OC[C@H](N)C(=O)O
C03882	O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
C03885	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)ccc1O
C03897	O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(OS(=O)(=O)O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12
C03898	O=c1c(OS(=O)(=O)O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12
C03906	O=P(O)(O)O[C@H]1OC[C@H](O)[C@H](O)[C@H]1O
C03912	O=C(O)[C@@H]1CCC=N1
C03917	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
C03918	O=C(O)/C=C(Cl)\C=C(\Cl)C(=O)O
C03920	CSCCS(=O)(=O)O
C03921	O=C(O)C(=O)C[C@H](O)[C@H](O)C(=O)O
C03925	O=C(O)c1cc(Br)c(O)c(Br)c1
C03935	C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](O)C[C@H]3[C@@H]1CC[C@@H]2O
C03943	C[C@H](N)C[C@@H](N)C(=O)O
C03944	COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OCC[C@@H]41
C03951	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
C03955	CC(=O)N(O)CCCC[C@H](N)C(=O)O
C03964	O=C(O)[C@H](O)Cc1ccc(O)cc1
C03972	O=C(O)C1=N[C@H](C(=O)O)CCC1
C03979	C[C@H](O)[C@H](O)CC(=O)C(=O)O
C03981	O=C(O)/C=C(\O)C(=O)O
C03990	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C03993	O=C(O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
C03997	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1CO
C04002	O=C(O)/C=C(/CCC(=O)O)C(=O)O
C04006	O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
C04020	C[C@@H](N[C@@H](CCCCN)C(=O)O)C(=O)O
C04022	C[S+](C)CCC(=O)[O-]
C04024	O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
C04037	O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@H]1O
C04042	C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C04043	O=CCc1ccc(O)c(O)c1
C04044	O=C(O)CCc1cccc(O)c1O
C04045	O=C(O)C(=O)Cc1ccc(O)c(O)c1
C04051	NC(=O)c1nc[nH]c1N
C04052	O=C(O)CC(/C=C\C(=O)C(=O)O)C(=O)O
C04053	O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O
C04056	CCCCCC/C=C/C=C\CCCCCCCC(=O)O
C04062	O=P(O)(O)O[C@@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O
C04063	O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1OP(=O)(O)O
C04075	C=C(Cl)C[C@H](N)C(=O)O
C04076	N[C@@H](CCCC=O)C(=O)O
C04079	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O
C04083	CC(C)=CCNc1ncnc2[nH]cnc12
C04089	C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)C1=O
C04091	O[C@@H]1C=CC=C[C@@H]1O
C04092	O=C(O)C1=NCCCC1
C04106	O=CCC(CO)C(=O)O
C04112	CC(/C=C\C(=O)O)=C/C(=O)O
C04114	C[N+](C)(C)C/C=C/C(=O)[O-]
C04115	O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
C04118	COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2
C04121	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1
C04122	C[C@H](CN)OP(=O)(O)O
C04133	CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O
C04137	C[C@@H](N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O
C04145	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C04146	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C04148	NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(=O)O
C04150	CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C04170	C/C=C(\C)C(=O)O[C@H]1CCN2C[C@@H]3C[C@@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1
C04171	O=C(O)C1=CC=C[C@H](O)[C@H]1O
C04178	N#Cc1cc(Br)c(O)c(Br)c1
C04181	CC(C)(O)C(=O)C(=O)O
C04185	O=C(O)c1cc2cc(O)c(O)cc2[nH]1
C04186	O=C(O)C/C(=C/C=C(/O)C(=O)O)C(=O)O
C04188	CSC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O
C04199	O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12
C04216	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C04225	C/C(C(=O)O)=C(\CC(=O)O)C(=O)O
C04226	O=C1CCC(C(=O)O)=CN1
C04227	NC[C@H](O)c1ccc(O)cc1
C04236	CC(C)[C@H](C(=O)O)C(=O)C(=O)O
C04242	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1F
C04244	CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1
C04257	CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
C04268	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C04271	Oc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21
C04272	CC(C)(O)[C@@H](O)C(=O)O
C04277	O=C1CCCCCNC(=O)CCCCCN1
C04280	N=C(N)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
C04281	O=C(O)[C@@H]1C[C@@H](O)C=N1
C04282	O=C(O)C1=NCC(O)C1
C04287	O=C1C[C@@H](O)[C@H](O)[C@@H](O)C1=O
C04290	CC(C)=CCc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
C04293	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O
C04294	Cc1ncsc1CCO
C04295	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
C04297	C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)CC1=O
C04302	O=C(O)c1ccccc1N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C04314	O[C@@H]1c2ccccc2C=C[C@@H]1O
C04324	O=C(O)/C=C(\C=C(\O)C(=O)O)C(=O)O
C04327	Cc1ncsc1CCOP(=O)(O)O
C04330	C[C@@H]1Nc2nc(N)[nH]c(=O)c2N2C=[N+](c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12
C04332	Cc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C
C04346	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C04348	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C(=O)O
C04349	O=C(O)C(=O)C[C@H](O)C(=O)CO
C04350	O/N=C/Cc1ccc(O)cc1
C04351	C/N=C(\C)[C@H](O)c1ccccc1
C04352	CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O
C04366	O=C(O)/C=C\C(=C/C(=O)O)\C=C\C(=O)O
C04368	NC(CC(=O)O)c1ccc(O)cc1
C04373	C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C04376	O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C04377	C[C@@H]1Nc2nc(N)[nH]c(=O)c2N2CN(c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12
C04390	CC(=O)N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O
C04392	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(=O)[nH]c(=O)[nH]c65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
C04404	O=C(O)[C@H]1CC[C@H](O)CC1
C04405	C[C@H](O)[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C04409	N/C(C(=O)O)=C(/C=C\C=O)C(=O)O
C04411	CC(C)[C@H](C(=O)O)[C@@H](O)C(=O)O
C04421	N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O
C04431	O=C(O)/C=C1\C=CC(=O)O1
C04433	C=CC(C)(O)CC/C=C(\C)CO
C04434	O=C(O)/C=C(\CC(=O)C(=O)O)C(=O)O
C04435	C=C(C/C=C(/C)C=O)C(C)C
C04437	O=C(O)Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)cn1
C04442	O=C(O)C(=O)C[C@H](O)[C@H](O)COP(=O)(O)O
C04443	COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O
C04444	COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1
C04454	Nc1c(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)[nH]c(=O)[nH]c1=O
C04457	C[C@@H](N)C(=O)N[C@H](C)C(=O)O[C@@H](CO)COP(=O)(O)O
C04462	O=C(O)CCC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O
C04468	O[C@@H]1c2c(ccc3ccccc23)C=C[C@@H]1O
C04477	O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O
C04478	O=C(O)C(=O)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
C04479	O=C(O)CCC(=O)/C=C\C=C(\O)C(=O)O
C04480	O=C/C=C\C(C(=O)O)=C(\O)C(=O)O
C04483	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C04484	O=C/C=C(\C=C(\O)C(=O)O)C(=O)O
C04488	C[C@@H]1Nc2nc(N)[nH]c(=O)c2N(C)[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]2O)cc1
C04494	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
C04498	N=C(N)NCCCCNC(=O)/C=C/c1ccc(O)cc1
C04500	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O
C04501	CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O
C04518	C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C04520	O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O
C04522	O=C(O)C[C@@]1(Cl)C=CC(=O)O1
C04525	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3)C(C)C
C04534	O=P(O)(O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
C04536	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(CCC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2
C04537	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
C04546	C[C@H](CC(=O)O)OC(=O)C[C@@H](C)O
C04553	O=C(O)CC1OC(=O)C=C1C(=O)O
C04554	CC(CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)O
C04555	C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C04556	Cc1ncc(COP(=O)(O)O)c(N)n1
C04558	CC1=CC(=O)OC1CC(=O)O
C04559	CC1(CC(=O)O)C=CC(=O)O1
C04563	O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
C04573	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O
C04574	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
C04575	O=C(O)C(=O)C(=O)[C@H](O)[C@@H](O)CO
C04576	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
C04577	CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
C04578	CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5NC4[C@@](O)(C(=O)OC)C1)[C@@H]32
C04579	O=P(O)(O)O[C@@H]1[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
C04582	CSC[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O
C04590	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@H](O)COP(=O)(O)O
C04592	CC1=CC=C[C@H](O)[C@@H]1O
C04593	C[C@](O)(C(=O)O)[C@H](CC(=O)O)C(=O)O
C04596	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
C04599	CN1CC=C(c2ccccc2)CC1
C04604	Cc1ncc(C(=O)O)c(C(=O)O)c1O
C04608	O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
C04613	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C)C(=O)[C@@H]1O
C04623	Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
C04628	C[C@@H](OP(=O)(O)O)[C@H](NC(=O)CCCCCCS)C(=O)O
C04630	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C)[C@@H](N)[C@@H]1O
C04631	C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)O
C04638	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@@H](COP(=O)(O)O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
C04640	N=C(CNC=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C04642	O=C/C(=C\C=C(\O)C(=O)O)CC(=O)O
C04646	O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
C04650	CP(=O)(O)CC[C@H](N)C(=O)O
C04652	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
C04666	O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]cn1
C04671	CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
C04672	CC/C=C\C[C@@H]1O/C1=C\C=C/CCCCCCCC(=O)O
C04673	N=C(N)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O
C04675	CC(C)=CCCC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C04676	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
