entry	smiles
C11039	Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1CO
C11042	Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
C11045	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O
C11057	Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl
C11061	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1
C11062	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCO
C11088	BrCCBr
C11101	O=Cc1ccc(CO)o1
C11130	O=C1Nc2ccccc2C1O
C11131	COc1cc2c(cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
C11132	COc1cc2c(cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C11133	C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O
C11134	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
C11135	C[C@]12CC[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C11136	C[C@]12CC[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C11142	CS(C)(=O)=O
C11143	C[S+](C)[O-]
C11145	CS(=O)(=O)O
C11148	ClC1OC1(Cl)Cl
C11149	O=C(O)C(Cl)Cl
C11150	O=C(O)C(Cl)(Cl)Cl
C11158	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
C11173	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
C11174	O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
C11198	CCC(C)C(NC(=O)CN)C(=O)NCC(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O)C(C)CC)C(C)CC)C(C)O)C(C)O)C(C)C)C(C)C
C11218	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
C11221	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC=O
C11231	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
C11242	CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
C11243	C/C=C1\C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
C11245	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O
C11249	C1CCCCC1
C11250	CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
C11272	Fc1ccccc1
C11277	Nc1ncnc2c1ncn2CCOCP(=O)(O)O
C11278	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)O[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1O
C11300	CO[C@H]1CCCC[C@@H](c2ccccc2)OC(=O)[C@@H](C)C2(O)O[C@H]([C@@H](C)[C@H](O)[C@H]2OC)[C@@H](C)/C=C/[C@H]1OC
C11310	C[n+]1ccc(-c2ccccc2)cc1
C11348	C[C@H](O)c1ccccc1
C11351	N=C(N)N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O
C11352	ClC1C=CC=CC1Cl
C11353	C=C/C(Cl)=C(\O)C(=O)O
C11354	C/C=C\C=C(\O)C(=O)O
C11355	C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1N)C(=O)O
C11356	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
C11359	CC(=O)C[C@@H]1CCCN1C
C11363	O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21
C11371	CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
C11374	Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1
C11376	CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
C11378	COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
C11379	C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccccc12
C11382	CC1=CC[C@@H]2[C@H](C1)C2(C)C
C11383	C=C(C)[C@H]1CC=C(C)C(=O)C1
C11384	CC(C)=CCC[C@H](C)CC=O
C11386	CC(C)=CCC[C@H](C)CCO
C11388	C=C[C@](C)(O)CCC=C(C)C
C11389	C=C[C@@](C)(O)CCC=C(C)C
C11393	CC1=CC[C@@H](C(C)(C)O)CC1
C11395	C=C(C)[C@@H]1CC=C(C)[C@H](O)C1
C11396	C=C(C)[C@@H]1CC[C@@H](C)[C@H](O)C1
C11397	C=C(C)[C@@H]1CC[C@@H](C)[C@@H](O)C1
C11398	C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1
C11399	C=C(C)[C@@H]1CC[C@H](C)[C@@H](O)C1
C11400	C=C(C)[C@@H]1CC[C@H](C)[C@H](O)C1
C11401	C=C(C)[C@@H]1CC[C@H](C)C(=O)C1
C11402	C=C(C)[C@@H]1CC[C@@H](C)OC(=O)C1
C11403	C=C(C)[C@@H]1CC[C@H](C)C(=O)OC1
C11404	C=C(C)[C@H](CCC(C)O)CC(=O)O
C11405	C=C(C)[C@H](CCC(C)=O)CC(=O)O
C11406	C=C(C)[C@@H](CO)CCC(C)C(=O)O
C11407	C=C(C)[C@H](CCC(C)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C11408	C=C(C)[C@H]1CC=C(C)[C@@H](O)C1
C11409	C=C(C)[C@H]1CC=C(C)[C@H](O)C1
C11410	C=C(C)[C@H]1CC[C@@H](C)[C@@H](O)C1
C11411	C=C(C)[C@H]1CC[C@@H](C)[C@H](O)C1
C11412	C=C(C)[C@H]1CC[C@@H](C)C(=O)C1
C11413	C=C(C)[C@H]1CC[C@H](C)[C@@H](O)C1
C11414	C=C(C)[C@H]1CC[C@@H](C)OC(=O)C1
C11415	C=C(C)[C@H]1CC[C@H](C)C(=O)C1
C11416	C=C(C)[C@H]1CC[C@H](C)[C@H](O)C1
C11417	C=C(C)[C@@H](CCC(C)O)CC(=O)O
C11418	C=C(C)[C@H]1CC[C@H](C)C(=O)OC1
C11419	C=C(C)[C@@H](CCC(C)=O)CC(=O)O
C11420	C=C(C)[C@H](CO)CCC(C)C(=O)O
C11421	C=C(C)[C@@H](CCC(C)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C11422	c1ccc2c(c1)ccc1ccccc12
C11425	O=C(O)C1(O)C=Cc2ccc3ccccc3c2O1
C11426	O=C(O)C(=O)/C=C/c1ccc2ccccc2c1O
C11427	O=Cc1ccc2ccccc2c1O
C11428	O[C@H]1c2ccccc2-c2ccccc2[C@@H]1O
C11429	c1ccc2c(c1)-c1ccccc1[C@@H]1O[C@H]21
C11430	Oc1cc2ccccc2c2ccccc12
C11431	C1=C[C@H]2O[C@H]2c2ccc3ccccc3c21
C11432	Oc1cccc2c1ccc1ccccc12
C11433	COc1cccc2c1ccc1ccccc12
C11434	C[C@](O)(CO)[C@H](O)COP(=O)(O)O
C11435	C[C@](O)(CO)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C11436	C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C11437	CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O
C11438	C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H](N)c4cc(O)c(c(Cl)c4)O[C@@H]4C#C/C=C/3C#CC3=CC=C[C@@]34OC3OC(C)(C)C(N(C)C)C(O)C3O)c2NC1=O
C11442	C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H](N)c4cc(O)c(c(Cl)c4)O[C@@H]4c5ccc3cc5C3=CC=C[C@@]34OC3OC(C)(C)C(N(C)C)C(O)C3O)c2NC1=O
C11447	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC(C)(C)[C@@H](N(C)C)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C11448	C=C1Oc2cc(OC)cc(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3OP(=O)(O)O)c2NC1=O
C11453	C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O
C11455	CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
C11457	O=C(O)CCc1cccc(O)c1
C11460	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC(C)(C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C11461	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC(C)(C)[C@@H](N)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
C11468	C=C1Oc2cc(OC)cc(C(=O)O)c2NC1=O
C11469	CCNC1COC(OC2C(O[C@H]3C#C/C=C\C#C[C@]4(O)CC(=O)C(NC(=O)OC)=C3/C4=C\CSSSC)OC(C)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C2O)CC1OC
C11472	O=P(O)(O)OC[C@@H](O)[C@H]1O[C@@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@@H]1O
C11481	O=S([O-])O
C11499	O=C(O)[C@H](O)CS(=O)(=O)O
C11508	C=C(CC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C
C11512	CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)OC
C11516	O=C(O)C(COP(=O)(O)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C11519	O=CNC1CCCCC1
C11520	[C-]#[N+]C1CCCCC1
C11521	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
C11522	C=C(CC[C@@H](C)[C@H]1CCC2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
C11523	C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
C11526	O=P(O)(O)O[C@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
C11536	O=C(O)[C@H](CS(=O)(=O)O)OP(=O)(O)O
C11537	O=C(O)[C@@H](O)CS(=O)(=O)O
C11538	C[C@@]1(CC(=O)O)c2cc3c(CC(=O)O)c(CCC(=O)O)c(cc4nc(cc5[n-]c(cc(n2)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)n3[Co+]
C11540	CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)O)/C3=C/C4=N/C(=C\c5c(CC(=O)O)c(CCC(=O)O)c(n5[Co+])CC5=NC(=C(CC(=O)O)[C@@]5(C)CCC(=O)O)C12[N-]3)[C@@H](CCC(=O)O)[C@]4(C)CC(=O)O
C11542	C[C@]1(CCC(=O)O)C2=NC(=C1CC(=O)O)[C@]1(C)[N-]/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(C2)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]1(C)CC(=O)O.[Co+2]
C11543	C[C@@]1(CC(=O)O)C2=NC(=C1CCC(=O)O)C[C@]1(C)N=C(CC3=N[C@H]([C@H](CC(=O)O)[C@@]3(C)CCC(=O)O)[C@]3(C)[N-]/C(=C\2)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CCC(=O)O)=C1CC(=O)O.[Co+2]
C11544	O=C(O)[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C11545	CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=C(CCC(=O)O)[C@](C)(CC(=O)O)C(=N1)/C(C)=C1\[N-][C@@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]1CCC(=O)O.[Co+2]
C11555	O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1OP(=O)(O)O
C11583	NC(CCC(=O)NC(CSC1CCOP(=O)(N(CCCl)CCCl)N1)C(=O)NCC(=O)O)C(=O)O
C11587	CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O
C11588	O=C(O)CCC1=CC=C[C@H](O)[C@@H]1O
C11596	CSCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
C11615	CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O
C11620	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1O
C11630	C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O
C11632	C/C=C1\CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@H]1C3(C=O)C(=O)OC
C11633	C/C=C1\CN2[C@H]3C[C@H]1[C@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12
C11634	C/C=C1\CN2[C@H]3C[C@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12
C11635	C/C=C1\CN2[C@H]3C[C@H]1C(CO)[C@@H]2Cc1c3[nH]c2ccccc12
C11636	C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21
C11638	NCC(=O)COP(=O)(O)O
C11641	CCC1=C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
C11642	COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC=C[C@@](C(C)O)(C1)[C@H]23
C11643	CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(O)ccc14)[C@@H]32
C11672	CC1=CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
C11673	O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12
C11675	CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(OC)ccc14)[C@@H]32
C11676	CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(CC3OC31)[C@@H]24
C11677	COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC4OC4[C@@](C(C)O)(C1)[C@H]23
C11678	C=C[C@@H](C=O)[C@H](C[C@@H]1NCCc2c1[nH]c1ccccc21)/C(=C/O)C(=O)OC
C11679	C=C[C@H]1C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
C11680	COC(=O)C1=CO[C@@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
C11681	COC(=O)C1=CO[C@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
C11682	COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
C11683	COC(=O)C1=CO[C@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
C11688	CC(C)C[C@@H]1NC2N(C1=O)c1ccccc1C2(O)C[C@@H]1NC(=O)c2ccccc2-n2c1nc1ccccc1c2=O
C11691	C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2
C11695	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
C11700	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
C11711	O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O
C11712	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O
C11713	Oc1ccc2ccccc2c1
C11714	Oc1cccc2ccccc12
C11733	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
C11736	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
C11754	O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12
C11755	CC(=O)N/C=C/SC1=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)OS(=O)(=O)O)[C@H]2C1
C11760	CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1
C11772	CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1
C11783	COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CCC[C@@](C(C)O)(C1)[C@H]23
C11784	COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CCC[C@@](C(C)OC(C)=O)(C1)[C@H]23
C11785	Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341
C11790	C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1
C11791	CC[C@]12CCN(CC3(O)CC3)[C@H](Cc3ccc(O)cc31)C2(C)C
C11800	CNC(=S)NCCSCc1c[nH]cn1
C11807	C/C=C1\CN2[C@H]3C[C@H]1C1[C@@H](OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14
C11808	C/C=C1/[C@H]2C[C@H]3[C@@H]4Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O
C11809	CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@]45c6ccccc6N[C@H]4[C@@H]2C[C@H]1C3[C@H]5OC(C)=O
C11810	CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@]45c6ccccc6N[C@H]4[C@@H]2C[C@H]1C3[C@H]5O
C11811	C/C(=C\COP(=O)(O)OP(=O)(O)O)CO
C11812	CC[C@@]12CC(C(=O)OC)=C3Nc4cc(OC)ccc4[C@@]34CCN(CC3OC31)[C@@H]24
C11813	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4cc(O)c(O)cc4[C@H]3C[C@H]21
C11814	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4cc(O)c(O)cc4[C@@H]3C[C@H]21
C11815	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4cc(OC)c(O)cc4[C@@H]3C[C@H]21
C11816	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC=O
C11817	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccccc21
C11818	COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@H]1C2)OCO4
C11821	O=C1N=C2N=C(O)NC2(O)C(=O)N1
C11829	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(C(O)CC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2
C11830	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(C(=O)CC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2
C11831	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)C(C)=C1CCC(=O)O
C11832	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
C11837	CCCC(=O)N[C@H]1CCOC1=O
C11841	CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
C11842	C[C@H](O)CC(=O)NC1CCOC1=O
C11844	CCCCCCC(=O)N[C@H]1CCOC1=O
C11845	CCCCCC/C=C\CCCC(O)CC(=O)N[C@H]1CCOC1=O
C11848	CCCCCCCc1[nH]c2ccccc2c(=O)c1O
C11849	CCCCCCCCCCCCCC(O)CC(=O)OC
C11850	C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
C11851	CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Zn]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
C11853	C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C=O
C11854	C=C1C[C@]23C[C@H]1CC[C@H]2C1=CC(=O)C[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
C11855	C=C1C[C@]23C[C@@]1(O)CC[C@H]2C1=CC(=O)C[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
C11857	C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
C11858	C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
C11859	C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(CO)CC[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
