smiles_cation	kegg_id_cation	formal_charge_cation	smiles_anion	kegg_id_anion	formal_charge_anion	smiles_il	distance	commercial_il
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.C[C@@H]([O-])[C@@H](C)[O-]	11.975163137435661	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=[N+]([O-])[O-]	['C00244']	-1	CCC[C@H]1CCCC[NH2+]1.O=[N+]([O-])[O-]	12.047908881981988	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	N#C[O-]	['C01417']	-1	CCC[C@H]1CCCC[NH2+]1.N#C[O-]	12.075527738706725	CCCC[N+]1(C)CCCCC1.[Br-]
C[N+]1=CCCC1	['C06178']	1	[O-]CC[O-]	['C01380']	-2	C[N+]1=CCCC1.C[N+]1=CCCC1.[O-]CC[O-]	12.113697182663428	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CCO	['C01380']	-1	CCC[C@H]1CCCC[NH2+]1.[O-]CCO	12.28555174629928	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CC[O-]	['C00266']	-1	CCC[C@H]1CCCC[NH2+]1.O=CC[O-]	12.3467142008562	CCCC[N+]1(C)CCCCC1.[Br-]
C[N+]1=CCCC1	['C06178']	1	CC[O-]	['C00469']	-1	C[N+]1=CCCC1.CC[O-]	12.349069983310683	CCCC[N+]1(C)CCCCC1.[Br-]
C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1	['C10165']	1	C[O-]	['C00132']	-1	C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1.C[O-]	12.35290812097741	CCCC[N+]1(C)CCCCC1.[Br-]
CC[N+](CC)(CC)CC	['C07512']	1	CC[O-]	['C00469']	-1	CC[N+](CC)(CC)CC.CC[O-]	12.358152353268311	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(=O)C[O-]	['C05235']	-1	CCC[C@H]1CCCC[NH2+]1.CC(=O)C[O-]	12.358405179098224	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CCC[O-]	['C00969']	-1	CCC[C@H]1CCCC[NH2+]1.O=CCC[O-]	12.380515482581698	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=C(C[O-])C[O-]	['C00184']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=C(C[O-])C[O-]	12.385312586520477	CCCC[N+]1(C)CCCCC1.[Br-]
C1CC[NH2+]CC1	['C01746']	1	[NH-]C=O	['C00488']	-1	C1CC[NH2+]CC1.[NH-]C=O	12.388147010910465	CCCC[N+]1(C)CCCCC1.[Br-]
C1CC[NH2+]CC1	['C01746']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.C[C@@H]([O-])[C@@H](C)[O-]	12.398276040975924	CCCC[N+]1(C)CCCCC1.[Br-]
C1CC[NH2+]CC1	['C01746']	1	C[C@H]([O-])[C@H](C)[O-]	['C03046']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.C[C@H]([O-])[C@H](C)[O-]	12.398276040975924	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=N[O-]	['C00088']	-1	CCC[C@H]1CCCC[NH2+]1.O=N[O-]	12.476933274551106	CCCC[N+]1(C)CCCCC1.[Br-]
C1CC[NH2+]CC1	['C01746']	1	N#C[O-]	['C01417']	-1	C1CC[NH2+]CC1.N#C[O-]	12.505288570860092	CCCC[N+]1(C)CCCCC1.[Br-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[Cl-]	['C00698']	-1	CCC[C@H]1CCCC[NH2+]1.[Cl-]	6.536383492942991	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[I-]	['C00708']	-1	CCC[C@H]1CCCC[NH2+]1.[I-]	7.079720518824697	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	[Cl-]	['C00698']	-1	C1CC[NH2+]CC1.[Cl-]	7.364576231186663	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	[I-]	['C00708']	-1	C1CC[NH2+]CC1.[I-]	8.080739973065707	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[O-]	['C00132']	-1	CCC[C@H]1CCCC[NH2+]1.C[O-]	8.865565117588208	CCCC[N+]1(C)CCCCC1.[Cl-]
CC[N+](CC)(CC)CC	['C07512']	1	[Cl-]	['C00698']	-1	CC[N+](CC)(CC)CC.[Cl-]	8.969391369939931	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+]1=CCCC1	['C06178']	1	[Cl-]	['C00698']	-1	C[N+]1=CCCC1.[Cl-]	9.056704062132772	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	C[O-]	['C00132']	-1	C1CC[NH2+]CC1.C[O-]	9.504202492937816	CCCC[N+]1(C)CCCCC1.[Cl-]
CC[N+](CC)(CC)CC	['C07512']	1	[I-]	['C00708']	-1	CC[N+](CC)(CC)CC.[I-]	9.621782465727657	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CC[O-]	['C01380']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.[O-]CC[O-]	9.683019429169793	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+]1=CCCC1	['C06178']	1	[I-]	['C00708']	-1	C[N+]1=CCCC1.[I-]	9.955422640023789	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC[O-]	['C00469']	-1	CCC[C@H]1CCCC[NH2+]1.CC[O-]	9.96338069385194	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CCC[O-]	['C02457']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.[O-]CCC[O-]	10.233606321409091	CCCC[N+]1(C)CCCCC1.[Cl-]
C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1	['C10165']	1	[Cl-]	['C00698']	-1	C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1.[Cl-]	10.289545019353268	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	[O-]CC[O-]	['C01380']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.[O-]CC[O-]	10.30426479510539	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	CC[O-]	['C00469']	-1	C1CC[NH2+]CC1.CC[O-]	10.511771285095042	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(C)[O-]	['C01845']	-1	CCC[C@H]1CCCC[NH2+]1.CC(C)[O-]	10.535947540033153	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC([O-])C[O-]	['C00583']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.CC([O-])C[O-]	10.600571319394096	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CCC[O-]	['C05979']	-1	CCC[C@H]1CCCC[NH2+]1.CCC[O-]	10.707866786104514	CCCC[N+]1(C)CCCCC1.[Cl-]
C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1	['C10165']	1	[I-]	['C00708']	-1	C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1.[I-]	10.71119691547969	CCCC[N+]1(C)CCCCC1.[Cl-]
CC[N+](CC)(CC)CC	['C07512']	1	C[O-]	['C00132']	-1	CC[N+](CC)(CC)CC.C[O-]	10.786052007294916	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	[O-]CCC[O-]	['C02457']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.[O-]CCC[O-]	10.82472610556045	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+]1=CCCC1	['C06178']	1	C[O-]	['C00132']	-1	C[N+]1=CCCC1.C[O-]	10.939036225566323	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	CC(C)[O-]	['C01845']	-1	C1CC[NH2+]CC1.CC(C)[O-]	11.033037586078507	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	['C11733']	2	[Cl-]	['C00698']	-1	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Cl-].[Cl-]	11.096559710338779	CCCC[N+]1(C)CCCCC1.[Cl-]
[NH3+]C1CCCCC1	['C00571']	1	[Cl-]	['C00698']	-1	[NH3+]C1CCCCC1.[Cl-]	11.110950939860038	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	CC([O-])C[O-]	['C00583']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.CC([O-])C[O-]	11.160016476059305	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[NH-]C=O	['C00488']	-1	CCC[C@H]1CCCC[NH2+]1.[NH-]C=O	11.213768631858668	CCCC[N+]1(C)CCCCC1.[Cl-]
[NH3+]C1CCCCC1	['C00571']	1	[I-]	['C00708']	-1	[NH3+]C1CCCCC1.[I-]	11.237153521228477	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=[N+]([O-])[O-]	['C00244']	-1	CCC[C@H]1CCCC[NH2+]1.O=[N+]([O-])[O-]	11.245375488781365	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	CCC[O-]	['C05979']	-1	C1CC[NH2+]CC1.CCC[O-]	11.295297367435792	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	N#C[O-]	['C01417']	-1	CCC[C@H]1CCCC[NH2+]1.N#C[O-]	11.335692618204114	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.C[C@@H]([O-])[C@@H](C)[O-]	11.37272673002764	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@H]([O-])[C@H](C)[O-]	['C03046']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.C[C@H]([O-])[C@H](C)[O-]	11.37272673002764	CCCC[N+]1(C)CCCCC1.[Cl-]
CC[N+](CC)(CC)CC	['C07512']	1	[O-]CC[O-]	['C01380']	-2	CC[N+](CC)(CC)CC.CC[N+](CC)(CC)CC.[O-]CC[O-]	11.449150993575241	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	['C11733']	2	[I-]	['C00708']	-1	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[I-].[I-]	11.526446596830926	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CC[O-]	['C00266']	-1	CCC[C@H]1CCCC[NH2+]1.O=CC[O-]	11.642952843904123	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(=O)C[O-]	['C05235']	-1	CCC[C@H]1CCCC[NH2+]1.CC(=O)C[O-]	11.673660850735079	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CCO	['C01380']	-1	CCC[C@H]1CCCC[NH2+]1.[O-]CCO	11.690813021952678	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=N[O-]	['C00088']	-1	CCC[C@H]1CCCC[NH2+]1.O=N[O-]	11.691198731454197	CCCC[N+]1(C)CCCCC1.[Cl-]
C[N+]1=CCCC1	['C06178']	1	[O-]CC[O-]	['C01380']	-2	C[N+]1=CCCC1.C[N+]1=CCCC1.[O-]CC[O-]	11.704020018178445	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	[NH-]C=O	['C00488']	-1	C1CC[NH2+]CC1.[NH-]C=O	11.739873875338079	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=C(C[O-])C[O-]	['C00184']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=C(C[O-])C[O-]	11.751910851230505	CCCC[N+]1(C)CCCCC1.[Cl-]
C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1	['C10165']	1	C[O-]	['C00132']	-1	C/C=C/[C@H]1CCC[C@@H](C)[NH2+]1.C[O-]	11.76071628587654	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CCC[O-]	['C00969']	-1	CCC[C@H]1CCCC[NH2+]1.O=CCC[O-]	11.769202197914424	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=C[O-]	['C00058']	-1	CCC[C@H]1CCCC[NH2+]1.O=C[O-]	11.802484142839461	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	O=[N+]([O-])[O-]	['C00244']	-1	C1CC[NH2+]CC1.O=[N+]([O-])[O-]	11.808761524205064	CCCC[N+]1(C)CCCCC1.[Cl-]
CC[N+](CC)(CC)CC	['C07512']	1	CC[O-]	['C00469']	-1	CC[N+](CC)(CC)CC.CC[O-]	11.817934107197292	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	N#C[O-]	['C01417']	-1	C1CC[NH2+]CC1.N#C[O-]	11.863829458627093	CCCC[N+]1(C)CCCCC1.[Cl-]
C1CC[NH2+]CC1	['C01746']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.C[C@@H]([O-])[C@@H](C)[O-]	11.888661830193385	CCCC[N+]1(C)CCCCC1.[Cl-]
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=[N+]([O-])[O-]	['C00244']	-1	CCC[C@H]1CCCC[NH2+]1.O=[N+]([O-])[O-]	13.892094654222372	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[O-]	['C00132']	-1	CCC[C@H]1CCCC[NH2+]1.C[O-]	13.900051828950392	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CC[O-]	['C01380']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.[O-]CC[O-]	13.960704173309217	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@H]([O-])[C@H](C)[O-]	['C03046']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.C[C@H]([O-])[C@H](C)[O-]	13.981223371109714	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.C[C@@H]([O-])[C@@H](C)[O-]	13.981223371109714	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(C)[O-]	['C01845']	-1	CCC[C@H]1CCCC[NH2+]1.CC(C)[O-]	14.018581144697468	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	C[O-]	['C00132']	-1	C1CC[NH2+]CC1.C[O-]	14.268846464869664	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	O=[N+]([O-])[O-]	['C00244']	-1	C1CC[NH2+]CC1.O=[N+]([O-])[O-]	14.305089693940504	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[O-]CCC[O-]	['C02457']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.[O-]CCC[O-]	14.310692626240426	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC([O-])C[O-]	['C00583']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.CC([O-])C[O-]	14.31274313313549	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	CC(C)[O-]	['C01845']	-1	C1CC[NH2+]CC1.CC(C)[O-]	14.349190344333214	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	[O-]CC[O-]	['C01380']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.[O-]CC[O-]	14.351835671250205	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	C[C@H]([O-])[C@H](C)[O-]	['C03046']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.C[C@H]([O-])[C@H](C)[O-]	14.357328867432976	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	C[C@@H]([O-])[C@@H](C)[O-]	['C03044']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.C[C@@H]([O-])[C@@H](C)[O-]	14.357328867432976	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CS(=O)(=O)[O-]	['C11145', 'C12560']	-1	CCC[C@H]1CCCC[NH2+]1.CS(=O)(=O)[O-]	14.417085079646757	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC[O-]	['C00469']	-1	CCC[C@H]1CCCC[NH2+]1.CC[O-]	14.537155808449858	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CCC[O-]	['C05979']	-1	CCC[C@H]1CCCC[NH2+]1.CCC[O-]	14.568340060314991	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[NH-]C([NH-])=O	['C00086']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.[NH-]C([NH-])=O	14.664407381001228	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	CC([O-])C[O-]	['C00583']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.CC([O-])C[O-]	14.686231302189798	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	[O-]CCC[O-]	['C02457']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.[O-]CCC[O-]	14.693564536200794	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CCS(=O)(=O)[O-]	['C00593']	-1	CCC[C@H]1CCCC[NH2+]1.O=CCS(=O)(=O)[O-]	14.80156264038909	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	CS(=O)(=O)[O-]	['C11145', 'C12560']	-1	C1CC[NH2+]CC1.CS(=O)(=O)[O-]	14.811917308422874	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	[NH-]C=O	['C00488']	-1	CCC[C@H]1CCCC[NH2+]1.[NH-]C=O	14.8229018814921	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CP(=O)([O-])[O-]	['C17943']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=CP(=O)([O-])[O-]	14.841197069997197	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=N[O-]	['C00088']	-1	CCC[C@H]1CCCC[NH2+]1.O=N[O-]	14.86145610964201	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	CC[O-]	['C00469']	-1	C1CC[NH2+]CC1.CC[O-]	14.873271264809985	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@@H]([O-])[C@@H](C)O	['C03044']	-1	CCC[C@H]1CCCC[NH2+]1.C[C@@H]([O-])[C@@H](C)O	14.891809806886481	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@H]([O-])[C@H](C)O	['C03046']	-1	CCC[C@H]1CCCC[NH2+]1.C[C@H]([O-])[C@H](C)O	14.891809806886481	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=S(=O)([O-])CC[O-]	['C05123']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=S(=O)([O-])CC[O-]	14.926867295655718	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	CCC[O-]	['C05979']	-1	C1CC[NH2+]CC1.CCC[O-]	14.960574255046767	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=C(C[O-])C[O-]	['C00184']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=C(C[O-])C[O-]	15.025969694269392	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	[NH-]C([NH-])=O	['C00086']	-2	C1CC[NH2+]CC1.C1CC[NH2+]CC1.[NH-]C([NH-])=O	15.034590812972926	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=P([O-])([O-])CO	['C06455']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=P([O-])([O-])CO	15.049326599061649	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=S([O-])[O-]	['C00094', 'C11481']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=S([O-])[O-]	15.06230323250522	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	O=CCP(=O)([O-])[O-]	['C03167']	-2	CCC[C@H]1CCCC[NH2+]1.CCC[C@H]1CCCC[NH2+]1.O=CCP(=O)([O-])[O-]	15.074450644051563	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CC[N+](CC)(CC)CC	['C07512']	1	O=[N+]([O-])[O-]	['C00244']	-1	CC[N+](CC)(CC)CC.O=[N+]([O-])[O-]	15.077087882663	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CC[N+](CC)(CC)CC	['C07512']	1	C[O-]	['C00132']	-1	CC[N+](CC)(CC)CC.C[O-]	15.113214278408933	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@@H]([O-])C=O	['C00937']	-1	CCC[C@H]1CCCC[NH2+]1.C[C@@H]([O-])C=O	15.131010023393612	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	C[C@H]([O-])C=O	['C00424']	-1	CCC[C@H]1CCCC[NH2+]1.C[C@H]([O-])C=O	15.131010023393612	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C[N+]1=CCCC1	['C06178']	1	C[O-]	['C00132']	-1	C[N+]1=CCCC1.C[O-]	15.131171769166633	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CC[N+](CC)(CC)CC	['C07512']	1	[O-]CC[O-]	['C01380']	-2	CC[N+](CC)(CC)CC.CC[N+](CC)(CC)CC.[O-]CC[O-]	15.155216466628943	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C[N+]1=CCCC1	['C06178']	1	CC(C)[O-]	['C01845']	-1	C[N+]1=CCCC1.CC(C)[O-]	15.161620389117195	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	O=CCS(=O)(=O)[O-]	['C00593']	-1	C1CC[NH2+]CC1.O=CCS(=O)(=O)[O-]	15.167423781813552	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	[NH-]C=O	['C00488']	-1	C1CC[NH2+]CC1.[NH-]C=O	15.180624831879546	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(=O)[C@@H](C)[O-]	['C00810']	-1	CCC[C@H]1CCCC[NH2+]1.CC(=O)[C@@H](C)[O-]	15.221313289648792	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(=O)[C@H](C)[O-]	['C01769']	-1	CCC[C@H]1CCCC[NH2+]1.CC(=O)[C@H](C)[O-]	15.221313289648792	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
C1CC[NH2+]CC1	['C01746']	1	O=N[O-]	['C00088']	-1	C1CC[NH2+]CC1.O=N[O-]	15.22266064551547	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
CCC[C@H]1CCCC[NH2+]1	['C06523']	1	CC(=O)C[O-]	['C05235']	-1	CCC[C@H]1CCCC[NH2+]1.CC(=O)C[O-]	15.225765587195921	CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F
