name	cas	url
1-Ethyl-2,3-dimethylimidazolium ethyl sulfate >98%	516474-08-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0207-hp
1-Ethyl-2,3-dimethylimidazolium hexafluorophosphate, 99%	292140-86-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0139-hp
1-Ethyl-2,3-dimethylimidazolium tetrafluoroborate, >98%	307492-75-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0001-hp
1-Ethyl-2,3-dimethylimidazolium triflate, 99%	174899-72-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0002-hp
1-Ethyl-2-methylimidazole, >98%	21202-52-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkyl-2-methylimidazoles/ki-0009-hp
1-Ethyl-2-methylpyridinium  bromide, >99%	32353-50-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0225-hp
1-Ethyl-2-methylpyridinium bis(trifluoromethylsulfonyl)imide, 99%	712354-99-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0247-hp
1-Ethyl-3-methylimidazolium   dibutylphosphate, 97%	869858-84-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0323-hp
1-Ethyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate, >98%	880084-63-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0232-sg
1-Ethyl-3-methylimidazolium acetate, 95%	143314-17-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0189-tg
1-Ethyl-3-methylimidazolium acetate, >98%	143314-17-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0189-hp
1-Ethyl-3-methylimidazolium bis(fluorosulfonyl)imide, >98%	235789-75-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0342-hp
1-Ethyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide, 98%	216299-76-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0320-hp
1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-fce-5000
1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0023
1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5% - OP	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0023-op
1-Ethyl-3-methylimidazolium bromide, 99%	65039-08-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0015-hp
1-Ethyl-3-methylimidazolium chloride and Aluminum chloride (1:1.5), >98%	80432-05-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/ep-0001-hp
1-Ethyl-3-methylimidazolium chloride and Aluminum chloride (1:2)	80432-05-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/ep-0007-hp
1-Ethyl-3-methylimidazolium chloride, >95%, melt	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093-tg
1-Ethyl-3-methylimidazolium chloride, >98%	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093-hp
1-Ethyl-3-methylimidazolium chloride, >99%	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093
1-Ethyl-3-methylimidazolium dicyanamide, >98%	370865-89-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/iolilyte-zbe-1000
1-Ethyl-3-methylimidazolium dicyanamide, >98%	370865-89-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0003-hp
1-Ethyl-3-methylimidazolium diethyl phosphate, 98%	848641-69-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0052-hp
1-Ethyl-3-methylimidazolium dimethyl phosphate, >98%	945611-27-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0220-hp
1-Ethyl-3-methylimidazolium ethyl sulfate, 98%	342573-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0033-hp
1-Ethyl-3-methylimidazolium hexafluorophosphate, 99%	155371-19-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0122-hp
1-Ethyl-3-methylimidazolium hydrogensulfate, 98%	412009-61-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0091-hp
1-Ethyl-3-methylimidazolium iodide, >98%	35935-34-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0048-hp
1-Ethyl-3-methylimidazolium methanesulfonate, 99%	145022-45-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0004-hp
1-Ethyl-3-methylimidazolium methylcarbonate, >97%, 30% in MeOH	251102-25-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/0027-sg
1-Ethyl-3-methylimidazolium methylphosphonate,>98%	81994-80-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0352-hp
1-Ethyl-3-methylimidazolium methylsulfate, 98%	516474-01-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0112-hp
1-Ethyl-3-methylimidazolium nitrate, >98%	143314-14-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0005-hp
1-Ethyl-3-methylimidazolium octanoate, >98%	1154003-55-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0357-hp
1-Ethyl-3-methylimidazolium propionate, >98%	865627-64-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0356-hp
1-Ethyl-3-methylimidazolium tetrafluoroborate, 99%	143314-16-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-sce-1000
1-Ethyl-3-methylimidazolium tetrafluoroborate, 99%	143314-16-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0006
1-Ethyl-3-methylimidazolium thiocyanate, >98%	331717-63-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0007-hp
1-Ethyl-3-methylimidazolium tosylate, 99%	328090-25-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0008-hp
1-Ethyl-3-methylimidazolium tricyanomethanide, 98%	666823-18-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0316-hp
1-Ethyl-3-methylimidazolium triflate, 99%	145022-44-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0009-hp
1-Ethyl-3-methylimidazolium trifluoroacetate, >97%	174899-65-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0027-sg
1-Ethyl-3-methylimidazolium trifluoromethansulfonate, 99%	145022-44-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/iolilyte-zbe-2000
1-Ethyl-3-methylpyridinium bromide, >99%	54778-76-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0226-hp
1-Ethyl-3-methylpyridinium perfluorobutanesulfonate, >99%	1015420-87-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0313-hp
1-Ethyl-3-propylimidazolium  hexafluorophosphate, 98%	1770850-03-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0284-hp
1-Ethyl-3-propylimidazolium  tetrafluoroborate, 98%	1434759-73-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0283-hp
1-Ethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide, 98%	347882-21-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0285-hp
1-Ethyl-3-propylimidazolium bromide, 98%	637348-59-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0282-hp
1-Ethyl-3-vinylimidazolium bis(trifluoromethylsulfonyl)imide, 98%	204854-22-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0291-hp
1-Ethyl-3-vinylimidazolium bromide, 98%	34311-88-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0290-hp
1-Ethyl-4-methylpyridinium bis(trifluoromethylsulfonyl)imide, 99%	712355-03-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0217-hp
1-Ethyl-4-methylpyridinium bromide, >99%	32353-49-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0227-hp
1-Ethylimidazole, >98%	7098-07-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkylimidazoles/ki-0003-hp
1-Ethylimidazolium  chloride, 98%	81505-35-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0275-sg
1-Ethylimidazolium bis(trifluoromethylsulfonyl)imide, 98%	353239-10-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0269-sg
1-Ethylimidazolium bromide, 98%	501693-36-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0276-sg
1-Ethylimidazolium nitrate, 98%	501693-38-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0272-sg
1-Ethylimidazolium triflate, 98%	501693-46-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0271-hp
1-Ethylpyridinium bis(trifluoromethylsulfonyl)imide, 99%	712354-97-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0211-hp
1-Ethylpyridinium hexafluorophosphate, 99%	103173-73-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0172-hp
1-Ethylpyridinium iodide, >98%	872-90-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0173-hp
1-Ethylpyridinium tetrafluoroborate, 99%	350-48-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0107-hp
1-Ethylpyridinium triflate, 99%	3878-80-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0186-hp
1-Heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, >99%	425382-14-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0301-hp
1-Heptyl-3-methylimidazolium bromide, >99%	343851-32-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0298-hp
1-Heptyl-3-methylimidazolium hexafluorophosphate, >99%	357915-04-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0307-hp
1-Heptyl-3-methylimidazolium tetrafluoroborate, >99%	244193-51-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0304-hp
1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, >98%	404001-50-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0103-hp
1-Hexadecyl-3-methylimidazolium chloride,>98%	61546-01-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0115-hp
1-Hexadecyl-3-methylimidazolium dicyanamide, >98%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0336-hp
1-Hexadecyl-3-methylimidazolium hexafluorophosphate, >98%	219947-95-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0158-hp
1-Hexadecyl-3-methylimidazolium tetrafluoroborate, >98%	244193-64-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0097-hp
1-Hexadecyl-3-methylimidazolium tricyanomethanide, >98%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0337-hp
1-Hexyl-1,4-diaza[2.2.2]bicyclooctanium bis(trifluoromethylsulfonyl)imide, >99%	898256-50-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/il-0314-hp
1-Hexyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99%	380497-19-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0092-hp
1-Hexyl-2,3-dimethylimidazolium iodide, >98%	288627-94-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0138-hp
1-Hexyl-2-methylimidazole, >98%	82410-68-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkyl-2-methylimidazoles/ki-0011-hp
1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99%	382150-50-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0098-hp
1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	382150-50-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0098
1-Hexyl-3-methylimidazolium bromide,  99%	85100-78-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0069-hp
1-Hexyl-3-methylimidazolium chloride,  >98%	171058-17-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0054-hp
1-Hexyl-3-methylimidazolium hexafluorophosphate, 99%	304680-35-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0018-hp
1-Hexyl-3-methylimidazolium iodide, >98%	178631-05-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-pve-4000
1-Hexyl-3-methylimidazolium iodide, >98%	178631-05-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0026-hp
1-Hexyl-3-methylimidazolium perfluorobutanesulfonate, >99%	1001557-05-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0311-hp
1-Hexyl-3-methylimidazolium tetrafluoroborate, 99%	244193-50-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0019-hp
1-Hexyl-3-methylimidazolium tricyanomethanide >98%	1365535-17-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0331-hp
1-Hexylimidazole, >98%	33529-01-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkylimidazoles/ki-0005-hp
1-Hexylpyridinium bis(trifluoromethylsulfonyl)imide, 99%	460983-97-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0330-hp
1-Hexylpyridinium bromide, 99%	74440-81-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0130-hp
1-Hexylpyridinium chloride, >98%	6220-15-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0131-hp
1-Hexylpyridinium hexafluorophosphate, 99%	797789-00-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0114-hp
1-Hexylpyridinium iodide, >98%	7324-00-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0177-hp
1-Hexylpyridinium tetrafluoroborate, 99%	474368-70-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0108-hp
1-Hexylpyridinium triflate, 99%	623167-81-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0181-hp
1-Methyl-1-octylpyrrolidinium   bis(trifluoromethylsulfonyl)imide, 99%	927021-43-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0121-hp
1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide, 99%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-sce-3000
1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide, 99%	608140-12-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0045-hp
1-Methyl-1-propylpiperidinium bromide, 99%	88840-42-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0090-hp
1-Methyl-1-propylpiperidinium chloride, 99%	1383436-85-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0151-hp
1-Methyl-1-propylpiperidinium hexafluorophosphate, 99%	1426821-81-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0149-hp
1-Methyl-1-propylpiperidinium iodide,  >98%	17874-63-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0170-hp
1-Methyl-1-propylpiperidinium tetrafluoroborate, 99%	879866-95-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0150-hp
1-Methyl-1-propylpiperidinium triflate, 99%	1221445-34-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0175-hp
1-Methyl-1-propylpyrrolidinium 1,1,2,2-tetrafluoroethanesulfonate, >98%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0236-sg
1-Methyl-1-propylpyrrolidinium bis(fluorosulfonyl)imide, 99.5%	852620-97-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0344
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide in Propylenecarbonate (30: 70 m%)		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-lbe-21000-70
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide in Propylenecarbonate (50: 50 m%)		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-lbe-12000-50
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide in Propylenecarbonate (70: 30 m%)		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-lbe-12000-70
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99.5%	223437-05-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0044
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99.5%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-sce-2000
1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99.5% - OP	223437-05-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0044-op
1-Methyl-1-propylpyrrolidinium bromide, 99%	608140-09-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0145-hp
1-Methyl-1-propylpyrrolidinium chloride, 99%	528818-82-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0146-hp
1-Methyl-1-propylpyrrolidinium dicyanamide, 98%	327022-60-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0249-hp
1-Methyl-1-propylpyrrolidinium hexafluorophosphate, 99%	327022-58-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0148-hp
1-Methyl-1-propylpyrrolidinium iodide, >98%	56511-19-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0161-hp
1-Methyl-1-propylpyrrolidinium tetrafluoroborate, >98%	327022-59-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0147-hp
1-Methyl-1-propylpyrrolidinium triflate, 99%	1224852-54-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0162-hp
1-Methyl-3-nonylimidazolium bis(trifluoromethylsulfonyl)imide, >99%	433337-21-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0302-hp
1-Methyl-3-nonylimidazolium bromide, >99%	343851-34-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0299-hp
1-Methyl-3-nonylimidazolium hexafluorophosphate, >99%	343952-29-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0308-hp
1-Methyl-3-nonylimidazolium tetrafluoroborate, >99%	244193-55-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0305-hp
1-Methyl-3-octadecylimidazolium bis(trifluoromethylsulfonyl)imide, >98%	404001-51-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0200-hp
1-Methyl-3-octadecylimidazolium chloride, >98%	171058-19-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0160-hp
1-Methyl-3-octadecylimidazolium hexafluorophosphate, >98%	219947-96-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0159-hp
1-Methyl-3-octadecylimidazolium tetrafluoroborate, >98%	244193-65-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0210-hp
1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide, 99%	178631-04-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0099-hp
1-Methyl-3-octylimidazolium bromide, 99%	61545-99-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0071-hp
1-Methyl-3-octylimidazolium chloride, 99%	64697-40-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0072-hp
1-Methyl-3-octylimidazolium chloride, >97%	64697-40-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0072-sg
1-Methyl-3-octylimidazolium hexafluorophosphate, 99%	304680-36-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0020-hp
1-Methyl-3-octylimidazolium perfluorobutanesulfonate, >99%	905972-83-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0312-hp
1-Methyl-3-octylimidazolium tetrafluoroborate, 99%	244193-52-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0021-hp
1-Methyl-3-octylimidazolium tricyanomethanide, 98%	1203710-60-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0332-hp
1-Methyl-3-octylimidazolium triflate, 99%	403842-84-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0073-hp
1-Methyl-3-propylimidazolium 1,1,2,2-tetrafluoroethanesulfonate, >98%	1879098-97-1 	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0233-sg
1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide, 99%	216299-72-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0024-hp
1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	216299-72-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0024
1-Methyl-3-propylimidazolium bromide, 99%	85100-76-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0096-hp
1-Methyl-3-propylimidazolium chloride, >98%	79917-89-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0144-hp
1-Methyl-3-propylimidazolium hexafluorophosphate, 99%	216300-12-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0142-hp
1-Methyl-3-propylimidazolium iodide, >98%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-pve-1000
1-Methyl-3-propylimidazolium iodide, >98%	119171-18-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0025-hp
1-Methyl-3-propylimidazolium tetrafluoroborate, >98%	244193-48-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0143-hp
1-Methyl-3-propylimidazolium triflate, 99%	878550-45-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0296-hp
1-Methyl-3-tetradecylimidazolium bis(trifluoromethylsulfonyl)imide, >98%	404001-49-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0102-hp
1-Methyl-3-tetradecylimidazolium chloride >98%	171058-21-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0141-hp
1-Methyl-3-tetradecylimidazolium hexafluorophosphate, >98%	219947-94-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0157-hp
1-Methyl-3-tetradecylimidazolium tetrafluoroborate, >98%	244193-61-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0256-hp
1-Methylbenzimidazole, >98%	1632-83-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/other-heterocycles/ki-0050-hp
1-Methylimidazole, >98%	616-47-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkylimidazoles/ki-0017-hp
1-Methylimidazolium  nitrate, 98%	156204-43-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0264-sg
1-Methylimidazolium  triflate, 98%	99257-94-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0263-sg
1-Methylimidazolium bis(trifluoromethylsulfonyl)imide, 98%	353239-08-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-fce-3000
1-Methylimidazolium bis(trifluoromethylsulfonyl)imide, 98%	353239-08-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0261-sg
1-Methylimidazolium bromide, 98%	101023-58-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0267-sg
1-Methylimidazolium chloride, 98%	35487-17-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0094-sg
1-Methylimidazolium trifluoromethanesulfonate, 98%		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-fce-4000
1-Methylpyrrolidine, >98%	120-94-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/other-heterocycles/ki-0034-hp
1-Octylbenzimidazole, >98%	42032-46-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/other-heterocycles/ki-0045-hp
1-Octylimidazole, >98%	21252-69-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkylimidazoles/ki-0006-hp
1-Phenylimidazole, >98%	7164-98-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/1-alkylimidazoles/ki-0069-hp
1-Propyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide based electrolyte for Lithium batteries		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-lbe-3000
1-Propyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide based electrolyte for Lithium Batteries		https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-lbe-1000
1-Propyl-2-methylpyridinium  bromide, >99%	5411-09-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0221-hp
1-Propyl-3-methylpyridinium  bromide, 99%	67021-55-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0222-hp
