smiles	kegg_id
C[N+](C)(C)C(Cc1c[nH]c[nH+]1)C(=O)[O-]	['C05575', 'C05575']
C[N+](C)(C)C(Cc1c[nH]cn1)C(=O)O	['C05575']
C[N+](C)(C)CC(=O)O	['C00719']
C[N+](C)(C)CC(O)CC(=O)O	['C00318', 'C00487']
C[N+](C)(C)CC=CC(=O)O	['C04114']
C[N+](C)(C)CC=O	['C00576']
C[N+](C)(C)CCCC(=O)O	['C01181']
C[N+](C)(C)CCCC=O	['C01149']
C[N+](C)(C)CCCCC(N)C(=O)O	['C03793']
C[N+](C)(C)CCCCC([NH3+])C(=O)O	['C03793']
C[N+](C)(C)CCCCC([NH3+])C(=O)[O-]	['C03793']
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	['C11733']
C[N+](C)(C)CCO	['C00114']
C[N+](C)(C)CCOP(=O)(O)O	['C00588']
C[N+](C)(C)CCP(=O)(O)O	['C06459']
C[N+](C)(C)O	['C01104']
C[N+]1=CCCC1	['C06178']
C[N-]C(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1[NH+]2C	['C06535']
C[N-]C(=O)[NH+](C)C1NC(=O)[NH+](C)C1=O	['C16362']
C[NH+](C)C	['C00565']
C[NH+](C)CC(=O)O	['C01026']
C[NH+](C)CCCOC(=O)c1ccccc1	['C14168']
C[NH+](C)CCCSC(=N)N	['C17930']
C[NH+](C)CCCSC(N)=[NH2+]	['C17930']
C[NH+](C)CCN(Cc1ccccc1)c1ccccc1	['C14410']
C[NH+](C)CCOP(=O)(O)O	['C13482']
C[NH+](C)CCP(=O)(O)O	['C05680']
C[NH+](C)CC[NH+](Cc1ccccc1)c1ccccc1	['C14410']
C[NH+](C)CCc1c[nH]c2cccc(O)c12	['C08312']
C[NH+](C)CCc1ccc(O)cc1	['C06199']
C[NH+](C)Cc1c[nH]c2ccccc12	['C08304']
C[NH+](C)N=O	['C14704']
C[NH+](CC(=O)O)C(N)=O	['C01043']
C[NH+](CCCC(=O)c1ccc[n+](O)c1)N=O	['C19602']
C[NH+](CCCC(=O)c1ccc[n+]([O-])c1)N=O	['C19602']
C[NH+](CCCC(=O)c1ccc[nH+]c1)N=O	['C16453']
C[NH+](CCCC(=O)c1cccnc1)N=O	['C16453']
C[NH+](CCCC(O)c1ccc[n+](O)c1)N=O	['C19603']
C[NH+](CCCC(O)c1ccc[n+]([O-])c1)N=O	['C19603']
C[NH+](CCCC(O)c1ccc[nH+]c1)N=O	['C19574']
C[NH+](CCCC(O)c1cccnc1)N=O	['C19574']
C[NH+](CCCC([O-])c1ccc[n+](O)c1)N=O	['C19603']
C[NH+](CCCC([O-])c1ccc[nH+]c1)N=O	['C19574']
C[NH+](CO)N=O	['C20301']
C[NH+](N=O)C(N)=O	['C14595']
C[NH+]1C2CCC1C(C(=O)O)C(O)C2	['C10858', 'C12449']
C[NH+]1C2CCC1CC(=O)C2	['C00783']
C[NH+]1C2CCC1CC(O)C2	['C00729', 'C02066']
C[NH+]1C2CCC1CC(OC(=O)C(C=O)c1ccccc1)C2	['C22466']
C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	['C01479', 'C02046']
C[NH+]1C2CCC1CC(OC(=O)C(O)Cc1ccccc1)C2	['C10860']
C[NH+]1C2CCCC1CC(=O)C2	['C10865']
C[NH+]1CC(C(=O)O)=CC2c3cccc4[nH]cc(c34)CC21	['C22432']
C[NH+]1CC(C(=O)O)C=C2c3cccc4[nH]cc(c34)CC21	['C07541']
C[NH+]1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21	['C06068']
